experimental_id,colony_id,position_virus,treatment,treatment_nr,video_position,feeding_session,camera,block,position_on_video,time_first_ant_left,time_first_ant_right,second,side_of_first_ant,feeding_side,event_id,feeding_annotation_end,feeding_start,feeding_end,f2_start,f2_end,f3_start,f3_end,f4_start,f4_end,feeding_duration
FC08,A60,left,ll,4,4,1,2,2,r,00:00:25,00:03:31,r,l,l,l32,01:12:00.000,00:42:40.559,00:43:41.559,NA,NA,NA,NA,NA,NA,00:01:01.000
FC08,A60,left,ll,4,4,1,2,2,r,00:00:25,00:03:31,r,l,l,l33,01:12:00.000,00:43:42.880,00:45:42.680,NA,NA,NA,NA,NA,NA,00:01:59.800
FC08,A60,left,ll,4,4,1,2,2,r,00:00:25,00:03:31,r,l,l,l34,01:12:00.000,00:45:09.880,00:45:29.480,00:46:39.680,00:47:43.000,NA,NA,NA,NA,00:01:22.920
FC08,A60,left,ll,4,4,1,2,2,r,00:00:25,00:03:31,r,l,l,l35,01:12:00.000,00:45:38.160,00:46:17.000,NA,NA,NA,NA,NA,NA,00:00:38.840
FC08,A60,left,ll,4,4,1,2,2,r,00:00:25,00:03:31,r,l,l,l36,01:12:00.000,00:46:31.440,00:47:38.120,NA,NA,NA,NA,NA,NA,00:01:06.680
FC08,A60,left,ll,4,4,1,2,2,r,00:00:25,00:03:31,r,l,l,l37,01:12:00.000,00:48:03.840,00:50:46.680,NA,NA,NA,NA,NA,NA,00:02:42.840
FC08,A60,left,ll,4,4,1,2,2,r,00:00:25,00:03:31,r,l,l,l38,01:12:00.000,00:48:33.760,00:55:35.920,NA,NA,NA,NA,NA,NA,00:07:02.160
FC08,A60,left,ll,4,4,1,2,2,r,00:00:25,00:03:31,r,l,l,l39,01:12:00.000,00:49:37.600,00:53:26.880,NA,NA,NA,NA,NA,NA,00:03:49.280
FC08,A60,left,ll,4,4,1,2,2,r,00:00:25,00:03:31,r,l,l,l40,01:12:00.000,00:50:33.039,01:03:32.400,NA,NA,NA,NA,NA,NA,00:12:59.361
FC08,A60,left,ll,4,4,1,2,2,r,00:00:25,00:03:31,r,l,l,l41,01:12:00.000,00:51:32.519,00:52:57.880,00:54:18.400,00:55:41.840,NA,NA,NA,NA,00:02:48.801
FC08,A60,left,ll,4,4,1,2,2,r,00:00:25,00:03:31,r,l,l,l42,01:12:00.000,00:55:21.440,00:56:44.080,NA,NA,NA,NA,NA,NA,00:01:22.640
FC08,A60,left,ll,4,4,1,2,2,r,00:00:25,00:03:31,r,l,l,l43,01:12:00.000,00:58:24.760,01:00:33.160,01:00:42.680,01:01:49.600,NA,NA,NA,NA,00:03:15.320
FC08,A60,left,ll,4,4,1,2,2,r,00:00:25,00:03:31,r,l,l,l44,01:12:00.000,00:58:29.440,01:01:56.440,01:03:06.400,01:03:33.760,01:05:53.440,01:08:42.960,NA,NA,00:06:43.880
FC08,A60,left,ll,4,4,1,2,2,r,00:00:25,00:03:31,r,l,l,l45,01:12:00.000,01:02:09.400,01:05:49.200,01:06:38.920,01:08:18.480,01:08:41.079,01:11:38.159,NA,NA,00:08:16.440
FC08,A60,left,ll,4,4,1,2,2,r,00:00:25,00:03:31,r,l,l,l46,01:12:00.000,01:03:05.080,01:04:33.360,NA,NA,NA,NA,NA,NA,00:01:28.280
FC08,A60,left,ll,4,4,1,2,2,r,00:00:25,00:03:31,r,l,l,l47,01:12:00.000,01:03:42.640,01:05:37.200,NA,NA,NA,NA,NA,NA,00:01:54.560
FC08,A60,left,ll,4,4,1,2,2,r,00:00:25,00:03:31,r,l,l,l48,01:12:00.000,01:04:22.000,01:08:58.840,NA,NA,NA,NA,NA,NA,00:04:36.840
FC08,A60,left,ll,4,4,1,2,2,r,00:00:25,00:03:31,r,l,l,l49,01:12:00.000,01:05:54.280,01:06:50.160,01:07:07.680,01:10:50.680,NA,NA,NA,NA,00:04:38.880
FC08,A60,left,ll,4,4,1,2,2,r,00:00:25,00:03:31,r,l,l,l50,01:12:00.000,01:06:36.519,01:13:40.159,NA,NA,NA,NA,NA,NA,00:07:03.640
FC08,A60,left,ll,4,4,1,2,2,r,00:00:25,00:03:31,r,l,l,l51,01:12:00.000,01:07:59.640,01:13:06.159,01:13:50.720,01:19:10.400,NA,NA,NA,NA,00:10:26.199
FC08,A60,left,ll,4,4,1,2,2,r,00:00:25,00:03:31,r,l,l,l52,01:12:00.000,01:09:35.119,01:11:59.440,NA,NA,NA,NA,NA,NA,00:02:24.321
FC08,A60,left,ll,4,4,1,2,2,r,00:00:25,00:03:31,r,l,l,l53,01:12:00.000,01:10:51.199,01:14:14.239,NA,NA,NA,NA,NA,NA,00:03:23.040
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r1,01:25:00.000,00:16:24.000,00:17:18.440,NA,NA,NA,NA,NA,NA,00:00:54.440
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r2,01:25:00.000,00:18:41.120,00:19:21.600,NA,NA,NA,NA,NA,NA,00:00:40.480
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r3,01:25:00.000,00:18:40.960,00:20:10.559,00:20:28.279,00:20:43.960,NA,NA,NA,NA,00:01:45.280
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r4,01:25:00.000,00:19:37.080,00:20:23.279,NA,NA,NA,NA,NA,NA,00:00:46.199
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r5,01:25:00.000,00:21:23.680,00:22:46.720,NA,NA,NA,NA,NA,NA,00:01:23.040
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r6,01:25:00.000,00:23:50.039,00:26:14.680,NA,NA,NA,NA,NA,NA,00:02:24.641
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r7,01:25:00.000,00:24:36.120,00:25:00.039,00:25:19.560,00:26:41.080,NA,NA,NA,NA,00:01:45.439
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r8,01:25:00.000,00:24:55.200,00:26:53.600,NA,NA,NA,NA,NA,NA,00:01:58.400
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r9,01:25:00.000,00:25:13.759,00:26:24.759,NA,NA,NA,NA,NA,NA,00:01:11.000
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r10,01:25:00.000,00:26:11.840,00:26:40.160,00:27:27.840,00:28:57.519,00:29:14.000,00:29:26.040,NA,NA,00:02:10.039
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r11,01:25:00.000,00:26:29.800,00:27:10.960,NA,NA,NA,NA,NA,NA,00:00:41.160
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r12,01:25:00.000,00:27:28.880,00:27:59.640,00:28:20.840,00:28:33.800,NA,NA,NA,NA,00:00:43.720
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r13,01:25:00.000,00:28:15.880,00:28:38.000,00:29:40.400,00:31:00.200,NA,NA,NA,NA,00:01:41.920
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r14,01:25:00.000,00:28:44.240,00:29:57.120,NA,NA,NA,NA,NA,NA,00:01:12.880
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r15,01:25:00.000,00:30:30.040,00:31:36.240,NA,NA,NA,NA,NA,NA,00:01:06.200
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r16,01:25:00.000,00:30:55.040,00:32:10.880,NA,NA,NA,NA,NA,NA,00:01:15.840
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r17,01:25:00.000,00:32:29.320,00:33:11.040,00:33:38.000,00:34:51.320,NA,NA,NA,NA,00:01:55.040
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r18,01:25:00.000,00:32:52.320,00:33:44.560,00:35:51.559,00:36:28.280,NA,NA,NA,NA,00:01:28.961
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r19,01:25:00.000,00:32:54.680,00:33:11.040,00:34:30.920,00:35:02.599,NA,NA,NA,NA,00:00:48.039
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r20,01:25:00.000,00:33:19.840,00:34:54.800,NA,NA,NA,NA,NA,NA,00:01:34.960
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r21,01:25:00.000,00:33:27.320,00:34:58.760,00:35:20.400,00:35:31.200,00:35:44.640,00:36:04.599,NA,NA,00:02:02.199
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r22,01:25:00.000,00:33:48.480,00:34:59.440,NA,NA,NA,NA,NA,NA,00:01:10.960
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r23,01:25:00.000,00:34:30.559,00:35:02.840,NA,NA,NA,NA,NA,NA,00:00:32.281
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r24,01:25:00.000,00:34:30.720,00:34:54.840,NA,NA,NA,NA,NA,NA,00:00:24.120
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r25,01:25:00.000,00:35:21.480,00:36:58.599,NA,NA,NA,NA,NA,NA,00:01:37.119
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r26,01:25:00.000,00:35:34.360,00:36:55.800,NA,NA,NA,NA,NA,NA,00:01:21.440
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r27,01:25:00.000,00:35:49.680,00:36:27.960,NA,NA,NA,NA,NA,NA,00:00:38.280
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r28,01:25:00.000,00:35:51.720,00:36:27.960,NA,NA,NA,NA,NA,NA,00:00:36.240
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r29,01:25:00.000,00:36:57.760,00:37:44.079,00:39:21.079,00:39:42.119,NA,NA,NA,NA,00:01:07.359
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r30,01:25:00.000,00:37:54.480,00:38:17.360,00:38:40.160,00:38:54.519,NA,NA,NA,NA,00:00:37.239
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r31,01:25:00.000,00:38:02.320,00:38:21.599,00:38:53.800,00:39:38.320,NA,NA,NA,NA,00:01:03.799
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r32,01:25:00.000,00:38:21.880,00:39:25.160,NA,NA,NA,NA,NA,NA,00:01:03.280
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r33,01:25:00.000,00:39:20.559,00:39:39.000,NA,NA,NA,NA,NA,NA,00:00:18.441
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r34,01:25:00.000,00:40:07.800,00:40:42.480,NA,NA,NA,NA,NA,NA,00:00:34.680
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r35,01:25:00.000,00:40:24.079,00:42:01.920,NA,NA,NA,NA,NA,NA,00:01:37.841
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r36,01:25:00.000,00:40:42.160,00:42:49.960,NA,NA,NA,NA,NA,NA,00:02:07.800
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r37,01:25:00.000,00:41:02.079,00:41:29.640,NA,NA,NA,NA,NA,NA,00:00:27.561
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r38,01:25:00.000,00:41:52.559,00:42:16.160,NA,NA,NA,NA,NA,NA,00:00:23.601
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r39,01:25:00.000,00:42:50.480,00:43:26.000,NA,NA,NA,NA,NA,NA,00:00:35.520
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r40,01:25:00.000,00:42:53.559,00:45:03.519,00:46:01.800,00:46:46.440,00:47:10.519,00:47:40.960,NA,NA,00:03:25.041
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r41,01:25:00.000,00:43:06.360,00:44:19.240,NA,NA,NA,NA,NA,NA,00:01:12.880
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r42,01:25:00.000,00:43:56.840,00:45:09.360,NA,NA,NA,NA,NA,NA,00:01:12.520
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r43,01:25:00.000,00:44:25.120,00:45:11.760,NA,NA,NA,NA,NA,NA,00:00:46.640
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r44,01:25:00.000,00:45:05.240,00:46:43.160,00:46:48.760,00:47:43.760,NA,NA,NA,NA,00:02:32.920
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r45,01:25:00.000,00:45:27.840,00:46:24.680,NA,NA,NA,NA,NA,NA,00:00:56.840
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r46,01:25:00.000,00:45:28.160,00:46:54.400,00:47:27.680,00:47:38.519,NA,NA,NA,NA,00:01:37.079
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r47,01:25:00.000,00:46:25.720,00:47:50.680,NA,NA,NA,NA,NA,NA,00:01:24.960
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r48,01:25:00.000,00:47:42.079,00:48:06.280,00:48:22.960,00:48:55.360,NA,NA,NA,NA,00:00:56.601
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r49,01:25:00.000,00:48:01.240,00:48:31.400,00:50:10.640,00:51:12.840,NA,NA,NA,NA,00:01:32.360
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r50,01:25:00.000,00:50:07.960,00:51:04.200,NA,NA,NA,NA,NA,NA,00:00:56.240
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r51,01:25:00.000,00:50:23.519,00:52:22.760,NA,NA,NA,NA,NA,NA,00:01:59.241
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r52,01:25:00.000,00:50:46.480,00:51:41.840,NA,NA,NA,NA,NA,NA,00:00:55.360
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r53,01:25:00.000,00:51:17.960,00:51:59.039,NA,NA,NA,NA,NA,NA,00:00:41.079
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r54,01:25:00.000,00:51:18.640,00:51:35.360,NA,NA,NA,NA,NA,NA,00:00:16.720
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r55,01:25:00.000,00:51:35.559,00:52:55.840,NA,NA,NA,NA,NA,NA,00:01:20.281
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r56,01:25:00.000,00:53:00.120,00:54:31.000,NA,NA,NA,NA,NA,NA,00:01:30.880
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r57,01:25:00.000,00:53:22.880,00:54:59.760,NA,NA,NA,NA,NA,NA,00:01:36.880
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r58,01:25:00.000,00:53:31.320,00:53:47.480,NA,NA,NA,NA,NA,NA,00:00:16.160
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r59,01:25:00.000,00:53:50.960,00:53:56.920,00:54:24.320,00:55:48.440,NA,NA,NA,NA,00:01:30.080
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r60,01:25:00.000,00:53:54.120,00:54:19.280,NA,NA,NA,NA,NA,NA,00:00:25.160
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r61,01:25:00.000,00:54:16.920,00:55:40.840,NA,NA,NA,NA,NA,NA,00:01:23.920
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r62,01:25:00.000,00:54:39.519,00:57:18.360,00:57:40.720,00:58:06.480,NA,NA,NA,NA,00:03:04.601
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r63,01:25:00.000,00:54:39.800,00:55:13.600,NA,NA,NA,NA,NA,NA,00:00:33.800
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r64,01:25:00.000,00:54:48.360,00:55:09.000,NA,NA,NA,NA,NA,NA,00:00:20.640
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r65,01:25:00.000,00:54:48.360,00:55:07.600,NA,NA,NA,NA,NA,NA,00:00:19.240
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r66,01:25:00.000,00:54:54.039,00:55:18.480,NA,NA,NA,NA,NA,NA,00:00:24.441
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r67,01:25:00.000,00:55:27.640,00:56:28.760,NA,NA,NA,NA,NA,NA,00:01:01.120
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r68,01:25:00.000,00:55:50.440,00:56:36.039,NA,NA,NA,NA,NA,NA,00:00:45.599
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r69,01:25:00.000,00:56:25.559,00:57:15.320,NA,NA,NA,NA,NA,NA,00:00:49.761
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r70,01:25:00.000,00:56:31.200,00:57:44.160,NA,NA,NA,NA,NA,NA,00:01:12.960
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r71,01:25:00.000,00:57:40.480,00:59:07.519,00:59:15.760,01:00:00.920,NA,NA,NA,NA,00:02:12.199
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r72,01:25:00.000,00:57:40.480,00:57:53.920,00:59:44.760,01:00:38.360,NA,NA,NA,NA,00:01:07.040
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r73,01:25:00.000,01:00:49.400,01:01:36.400,NA,NA,NA,NA,NA,NA,00:00:47.000
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r74,01:25:00.000,01:01:16.160,01:03:49.680,NA,NA,NA,NA,NA,NA,00:02:33.520
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r75,01:25:00.000,01:02:57.039,01:03:39.560,NA,NA,NA,NA,NA,NA,00:00:42.521
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r76,01:25:00.000,01:03:31.840,01:04:41.720,NA,NA,NA,NA,NA,NA,00:01:09.880
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r77,01:25:00.000,01:03:49.680,01:04:11.000,NA,NA,NA,NA,NA,NA,00:00:21.320
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r78,01:25:00.000,01:04:22.240,01:04:39.320,01:07:31.080,01:09:27.199,NA,NA,NA,NA,00:02:13.199
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r79,01:25:00.000,01:04:27.640,01:04:48.960,NA,NA,NA,NA,NA,NA,00:00:21.320
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r80,01:25:00.000,01:05:12.480,01:06:09.519,NA,NA,NA,NA,NA,NA,00:00:57.039
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r81,01:25:00.000,01:05:49.039,01:06:02.160,01:06:41.920,01:07:23.680,01:07:37.760,01:08:22.199,NA,NA,00:01:39.320
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r82,01:25:00.000,01:05:05.480,01:05:52.960,01:06:28.560,01:07:38.600,NA,NA,NA,NA,00:01:57.520
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r83,01:25:00.000,01:06:09.920,01:08:27.480,NA,NA,NA,NA,NA,NA,00:02:17.560
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r84,01:25:00.000,01:07:23.560,01:07:56.680,01:08:16.400,01:08:56.560,NA,NA,NA,NA,00:01:13.280
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r85,01:25:00.000,01:08:09.760,01:08:39.840,NA,NA,NA,NA,NA,NA,00:00:30.080
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r86,01:25:00.000,01:09:06.320,01:10:15.280,NA,NA,NA,NA,NA,NA,00:01:08.960
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r87,01:25:00.000,01:11:04.880,01:11:25.360,01:12:37.920,01:14:02.840,NA,NA,NA,NA,00:01:45.400
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r88,01:25:00.000,01:11:32.960,01:12:37.480,01:13:26.840,01:14:10.280,NA,NA,NA,NA,00:01:47.960
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r89,01:25:00.000,01:14:29.400,01:14:52.199,01:15:24.640,01:15:53.800,NA,NA,NA,NA,00:00:51.959
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r90,01:25:00.000,01:15:36.199,01:15:40.840,01:15:57.000,01:16:06.960,01:16:20.880,01:17:44.320,NA,NA,00:01:38.041
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r91,01:25:00.000,01:15:51.600,01:16:28.640,01:16:49.239,01:17:36.520,NA,NA,NA,NA,00:01:24.321
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r92,01:25:00.000,01:15:56.640,01:16:54.000,NA,NA,NA,NA,NA,NA,00:00:57.360
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r93,01:25:00.000,01:15:56.000,01:16:12.400,NA,NA,NA,NA,NA,NA,00:00:16.400
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r94,01:25:00.000,01:16:30.400,01:17:01.360,NA,NA,NA,NA,NA,NA,00:00:30.960
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r95,01:25:00.000,01:17:39.640,01:18:12.199,NA,NA,NA,NA,NA,NA,00:00:32.559
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r96,01:25:00.000,01:17:43.960,01:20:16.360,NA,NA,NA,NA,NA,NA,00:02:32.400
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r97,01:25:00.000,01:17:25.720,01:18:25.680,01:19:35.199,01:20:16.920,NA,NA,NA,NA,00:01:41.681
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r98,01:25:00.000,01:18:38.680,01:19:55.239,01:20:09.960,01:22:13.800,NA,NA,NA,NA,00:03:20.399
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r99,01:25:00.000,01:20:31.320,01:21:18.880,NA,NA,NA,NA,NA,NA,00:00:47.560
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r100,01:25:00.000,01:22:05.880,01:22:38.360,01:24:17.640,01:26:50.960,NA,NA,NA,NA,00:03:05.800
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r101,01:25:00.000,01:22:25.360,01:23:20.960,NA,NA,NA,NA,NA,NA,00:00:55.600
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r102,01:25:00.000,01:22:35.280,01:22:53.960,NA,NA,NA,NA,NA,NA,00:00:18.680
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,r,r103,01:25:00.000,01:23:10.360,01:23:31.560,NA,NA,NA,NA,NA,NA,00:00:21.200
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l1,01:25:00.000,00:24:26.720,00:25:45.200,NA,NA,NA,NA,NA,NA,00:01:18.480
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l2,01:25:00.000,00:27:39.960,00:28:19.080,NA,NA,NA,NA,NA,NA,00:00:39.120
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l3,01:25:00.000,00:27:13.880,00:28:14.279,00:28:48.040,00:29:17.160,NA,NA,NA,NA,00:01:29.519
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l4,01:25:00.000,00:28:37.040,00:29:52.680,NA,NA,NA,NA,NA,NA,00:01:15.640
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l5,01:25:00.000,00:28:57.240,00:30:37.960,NA,NA,NA,NA,NA,NA,00:01:40.720
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l6,01:25:00.000,00:31:25.360,00:33:02.920,NA,NA,NA,NA,NA,NA,00:01:37.560
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l7,01:25:00.000,00:32:02.360,00:32:30.720,00:32:43.320,00:33:28.000,NA,NA,NA,NA,00:01:13.040
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l8,01:25:00.000,00:34:00.759,00:35:20.280,NA,NA,NA,NA,NA,NA,00:01:19.521
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l9,01:25:00.000,00:35:20.519,00:35:39.160,NA,NA,NA,NA,NA,NA,00:00:18.641
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l10,01:25:00.000,00:35:43.519,00:36:16.160,NA,NA,NA,NA,NA,NA,00:00:32.641
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l11,01:25:00.000,00:35:45.079,00:36:52.480,00:37:58.200,00:38:42.960,00:39:37.119,00:39:45.000,NA,NA,00:02:00.042
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l12,01:25:00.000,00:38:30.320,00:39:05.079,00:39:21.800,00:41:16.120,NA,NA,NA,NA,00:02:29.079
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l13,01:25:00.000,00:38:36.160,00:40:15.599,NA,NA,NA,NA,NA,NA,00:01:39.439
FC09,A21,right,rr,1,1,1,1,3,NA,00:24:01,00:15:26,l,r,l,l14,01:25:00.000,00:39:47.680,00:40:19.640,NA,NA,NA,NA,NA,NA,00:00:31.960
