nr	colony	treatment	nr_measurement	date	weekday	day_since_start	week	video_order	recording_position	workers	w_yellow	w_blue	w_white	w_unmarked	pupae	incidents	death	death_external_factor	death_colorNA	death_yellow	death_blue	death_white	death_black	death_locationNA	death_nest	death_arena	sum_symptoms	clinic_colorNA	clinic_yellow	clinic_blue	clinic_white	clinic_black	slow	unresposive	posture_abnormal	moving_zigzag_limping	trembly_hinking	troubles	impaired_locomotion_pronounced	partial_paralysis	paralysis	newly_emerged_struggling	else	ants_sampled				
117	1	virus 	30	2021-04-21	Wednesday	68	10	4321	4	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0				
118	2	virus 	30	2021-04-21	Wednesday	68	10	4321	3	NA	NA	NA	NA	NA	NA	3	1	NA	0	0	0	NA	1	0	1	0	2	0	1	0	NA	1	0	1	0	0	1	0	0	0	0	0	0	2				
119	3	control	30	2021-04-21	Wednesday	68	10	4321	2	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0				
120	4	virus 	30	2021-04-21	Wednesday	68	10	4321	1	NA	NA	NA	NA	NA	NA	1	0	NA	0	0	0	NA	0	0	0	0	1	1	0	0	NA	0	0	0	0	0	1	0	0	0	0	0	0	0				
121	1	virus 	31	2021-04-23	Friday	70	11	2314	3	NA	NA	NA	NA	NA	NA	5	4	NA	0	0	0	NA	4	4	0	0	1	0	1	0	NA	0	0	0	0	0	1	0	0	0	0	0	0	4				
122	2	virus 	31	2021-04-23	Friday	70	11	2314	1	NA	NA	NA	NA	NA	NA	1	0	NA	0	0	0	NA	0	0	0	0	1	0	0	1	NA	0	0	0	0	0	0	0	0	0	0	0	1	0				
123	3	control	31	2021-04-23	Friday	70	11	2314	2	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0				
124	4	virus 	31	2021-04-23	Friday	70	11	2314	4	NA	NA	NA	NA	NA	NA	1	0	NA	0	0	0	NA	0	0	0	0	1	1	0	0	NA	0	0	0	0	0	1	0	0	0	0	0	0	0				
125	1	virus 	32	2021-04-24	Saturday	71	11	3214	3	NA	NA	NA	NA	NA	NA	3	3	NA	0	0	0	NA	3	3	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	3				
126	2	virus 	32	2021-04-24	Saturday	71	11	3214	2	NA	NA	NA	NA	NA	NA	2	1	NA	0	0	0	NA	1	0	1	0	1	0	0	0	NA	1	0	0	0	0	0	0	0	0	1	0	0	1				
127	3	control	32	2021-04-24	Saturday	71	11	3214	1	NA	NA	NA	NA	NA	NA	1	0	NA	0	0	0	NA	0	0	0	0	1	0	0	0	NA	1	0	0	0	0	1	0	0	0	0	0	0	0				
128	4	virus 	32	2021-04-24	Saturday	71	11	3214	4	NA	NA	NA	NA	NA	NA	1	0	NA	0	0	0	NA	0	0	0	0	1	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	1	0	0				
129	1	virus 	33	2021-04-26	Monday	73	11	3412	3	NA	NA	NA	NA	NA	NA	2	1	NA	0	0	0	NA	1	1	0	0	1	1	0	0	NA	0	0	0	0	0	0	0	0	1	0	0	0	2				
130	2	virus 	33	2021-04-26	Monday	73	11	3412	4	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	0	0	1	0	0	NA	1	0	0	0	0	0	0	0	0	0	0	0	1				
131	3	control	33	2021-04-26	Monday	73	11	3412	1	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0				
132	4	virus 	33	2021-04-26	Monday	73	11	3412	2	NA	NA	NA	NA	NA	NA	1	0	NA	0	0	0	NA	0	0	0	0	1	0	0	0	NA	1	1	0	0	0	0	0	0	0	0	0	0	1				
133	1	virus 	34	2021-04-27	Tuesday	74	11	3142	2	NA	NA	NA	NA	NA	NA	1	0	NA	0	0	0	NA	0	0	0	0	1	0	1	0	NA	0	0	0	0	0	0	0	0	1	0	0	0	0				
134	2	virus 	34	2021-04-27	Tuesday	74	11	3142	4	NA	NA	NA	NA	NA	NA	5	5	NA	5	0	0	NA	0	0	0	5	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	5				
135	3	control	34	2021-04-27	Tuesday	74	11	3142	1	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0				
136	4	virus 	34	2021-04-27	Tuesday	74	11	3142	3	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0				
137	1	virus 	35	2021-04-28	Wednesday	75	11	3412	3	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0				
138	2	virus 	35	2021-04-28	Wednesday	75	11	3412	4	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0				
139	3	control	35	2021-04-28	Wednesday	75	11	3412	1	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0				
140	4	virus 	35	2021-04-28	Wednesday	75	11	3412	2	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0				
141	1	virus 	36	2021-04-29	Thursday	76	11	1423	1	NA	NA	NA	NA	NA	NA	2	1	NA	0	1	0	NA	0	0	1	0	1	0	0	0	NA	1	0	1	0	0	0	0	0	0	0	0	0	1				
142	2	virus 	36	2021-04-29	Thursday	76	11	1423	3	NA	NA	NA	NA	NA	NA	2	2	NA	2	0	0	NA	0	0	2	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	2				
143	3	control	36	2021-04-29	Thursday	76	11	1423	4	NA	NA	NA	NA	NA	NA	1	1	NA	0	1	0	NA	0	0	0	1	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	1				
144	4	virus 	36	2021-04-29	Thursday	76	11	1423	2	NA	NA	NA	NA	NA	NA	1	0	NA	0	0	0	NA	0	0	0	0	1	0	0	0	NA	1	0	0	0	0	1	0	0	0	0	0	0	0				
145	1	virus 	37	2021-04-30	Friday	77	12	4132	2	NA	NA	NA	NA	NA	NA	2	0	NA	0	0	0	NA	0	0	0	0	2	0	0	0	NA	2	0	0	0	0	1	1	0	0	0	0	0	0				
146	2	virus 	37	2021-04-30	Friday	77	12	4132	4	NA	NA	NA	NA	NA	NA	3	1	NA	0	0	0	NA	1	0	1	0	2	0	0	0	NA	2	0	0	0	0	0	0	0	0	0	2	0	1				
147	3	control	37	2021-04-30	Friday	77	12	4132	3	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0				
148	4	virus 	37	2021-04-30	Friday	77	12	4132	1	NA	NA	NA	NA	NA	NA	4	1	NA	1	0	0	NA	0	0	0	1	3	1	0	0	NA	2	0	1	0	0	0	0	0	0	1	1	0	1				
149	1	virus 	38	2021-05-01	Saturday	78	12	2431	4	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0				
150	2	virus 	38	2021-05-01	Saturday	78	12	2431	1	NA	NA	NA	NA	NA	NA	3	1	NA	0	0	0	NA	1	0	1	0	2	0	0	0	NA	2	0	0	0	0	1	0	0	0	1	0	0	2				
151	3	control	38	2021-05-01	Saturday	78	12	2431	3	NA	NA	NA	NA	NA	NA	1	0	NA	0	0	0	NA	0	0	0	0	1	1	0	0	NA	0	0	0	0	0	1	0	0	0	0	0	0	0				
152	4	virus 	38	2021-05-01	Saturday	78	12	2431	2	NA	NA	NA	NA	NA	NA	2	0	NA	0	0	0	NA	0	0	0	0	2	0	0	0	NA	2	0	2	0	0	0	0	0	0	0	0	0	0				
153	1	virus 	39	2021-05-03	Monday	80	12	3124	2	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0				
154	2	virus 	39	2021-05-03	Monday	80	12	3124	3	NA	NA	NA	NA	NA	NA	1	0	NA	0	0	0	NA	0	0	0	0	1	0	0	0	NA	1	0	0	1	0	0	0	0	0	0	0	0	0				
155	3	control	39	2021-05-03	Monday	80	12	3124	1	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0				
156	4	virus 	39	2021-05-03	Monday	80	12	3124	4	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0				
157	1	virus 	40	2021-05-07	Friday	84	13	2314	3	102	19	14	69	0	NA	2	1	NA	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1				
158	2	virus 	40	2021-05-07	Friday	84	13	2314	1	163	25	29	106	3	NA	11	8	NA	0	0	1	6	1	0	1	7	3	0	0	1	2	0	0	3	0	0	0	0	0	0	0	0	0	8				
159	3	control	40	2021-05-07	Friday	84	13	2314	2	129	37	10	82	0	NA	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				
160	4	virus 	40	2021-05-07	Friday	84	13	2314	4	147	39	23	83	2	NA	7	5	NA	0	1	0	2	2	0	3	2	2	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	7				
161	1	virus 	41	2021-05-10	Monday	87	13	4312	3	NA	NA	NA	NA	NA	NA	4	1	NA	0	0	0	0	1	0	1	0	3	0	0	0	1	2	0	0	0	0	1	0	0	0	0	2	0	1				
162	2	virus 	41	2021-05-10	Monday	87	13	4312	4	NA	NA	NA	NA	NA	NA	14	8	NA	0	0	0	7	1	0	1	7	6	0	0	1	2	3	0	0	0	0	2	0	0	0	1	3	0	10				
163	3	control	41	2021-05-10	Monday	87	13	4312	2	NA	NA	NA	NA	NA	NA	1	1	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
164	4	virus 	41	2021-05-10	Monday	87	13	4312	1	NA	NA	NA	NA	NA	NA	11	6	NA	0	1	0	3	2	0	1	5	5	0	0	0	1	4	0	2	0	0	0	0	0	0	0	3	0	9				
165	1	virus 	42	2021-05-12	Wednesday	89	13	4321	4	NA	NA	NA	NA	NA	NA	7	3	NA	0	0	0	1	2	0	1	2	4	0	0	0	0	4	0	0	1	0	1	0	0	2	0	0	0	6				
166	2	virus 	42	2021-05-12	Wednesday	89	13	4321	3	NA	NA	NA	NA	NA	NA	9	5	NA	0	1	0	4	0	0	3	2	4	0	0	0	2	2	0	0	0	0	1	1	1	0	1	0	0	8				
167	3	control	42	2021-05-12	Wednesday	89	13	4321	2	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
168	4	virus 	42	2021-05-12	Wednesday	89	13	4321	1	NA	NA	NA	NA	NA	NA	7	3	NA	0	0	0	0	3	0	2	1	4	0	0	0	0	4	2	0	0	0	0	0	0	0	0	2	0	4				
169	1	virus 	43	2021-05-14	Friday	91	14	2134	2	NA	NA	NA	NA	NA	NA	9	5	NA	0	1	1	1	2	0	2	3	4	0	0	0	0	4	1	0	0	0	0	0	0	1	0	2	0	8				
170	2	virus 	43	2021-05-14	Friday	91	14	2134	1	NA	NA	NA	NA	NA	NA	8	3	NA	0	0	0	0	3	0	2	1	5	0	0	0	2	3	0	1	0	0	1	1	1	0	1	0	0	5				
171	3	control	43	2021-05-14	Friday	91	14	2134	3	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
172	4	virus 	43	2021-05-14	Friday	91	14	2134	4	NA	NA	NA	NA	NA	NA	8	0	NA	0	0	0	0	0	0	0	1	8	0	0	0	0	8	0	0	0	0	1	0	0	2	3	1	1	8				
173	1	virus 	44	2021-05-17	Monday	94	14	3142	2	NA	NA	NA	NA	NA	NA	7	2	NA	0	0	0	0	2	0	2	2	5	0	1	0	0	4	0	1	1	1	0	0	0	1	1	0	0	5				
174	2	virus 	44	2021-05-17	Monday	94	14	3142	4	NA	NA	NA	NA	NA	NA	11	8	1	0	0	0	0	8	0	1	8	3	0	0	0	0	3	0	0	0	0	1	1	0	0	0	1	0	9?				
175	3	control	44	2021-05-17	Monday	94	14	3142	1	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
176	4	virus 	44	2021-05-17	Monday	94	14	3142	3	NA	NA	NA	NA	NA	NA	22	11	NA	0	1	1	5	4	0	3	8	11	0	0	0	1	10	0	1	0	0	2	1	0	0	0	7	0	13				
177	1	virus 	45	2021-05-19	Wednesday	96	14	2134	2	NA	NA	NA	NA	NA	NA	6	3	NA	0	0	0	1	2	0	1	2	3	0	0	0	0	3	0	0	0	1	0	1	0	0	1	0	0	4				
178	2	virus 	45	2021-05-19	Wednesday	96	14	2134	1	NA	NA	NA	NA	NA	NA	21	8	NA	0	0	0	3	5	0	3	5	13	0	0	0	2	11	0	0	0	0	1	0	1	1	0	10	0	9				
179	3	control	45	2021-05-19	Wednesday	96	14	2134	3	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
180	4	virus 	45	2021-05-19	Wednesday	96	14	2134	4	NA	NA	NA	NA	NA	NA	26	4	1	0	0	0	1	3	0	1	3	22	0	0	0	3	19	0	0	0	1	0	2	0	1	1	17	0	9				
181	1	virus 	45.5	2021-05-20	Thursday	97	14	NA	3	NA	NA	NA	NA	NA	NA	5	5	NA	0	0	0	1	4	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5				
182	2	virus 	45.5	2021-05-20	Thursday	97	14	NA	2	NA	NA	NA	NA	NA	NA	16	8	NA	0	0	0	4	4	0	4	4	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0	8	0	8				
183	3	control	45.5	2021-05-20	Thursday	97	14	NA	4	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
184	4	virus 	45.5	2021-05-20	Thursday	97	14	NA	1	NA	NA	NA	NA	NA	NA	11	5	NA	0	0	0	0	5	0	1	4	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	6	0	5				
185	1	virus 	46	2021-05-21	Friday	98	15	2134	2	NA	NA	NA	NA	NA	NA	6	3	NA	0	0	0	0	3	0	0	3	3	0	0	0	0	3	0	0	0	0	0	0	2	0	1	0	0	4				
186	2	virus 	46	2021-05-21	Friday	98	15	2134	1	NA	NA	NA	NA	NA	NA	18	11	NA	0	0	0	1	10	0	8	3	7	0	0	0	3	4	0	1	0	0	2	1	0	0	0	3	0	11				
187	3	control	46	2021-05-21	Friday	98	15	2134	3	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
188	4	virus 	46	2021-05-21	Friday	98	15	2134	4	NA	NA	NA	NA	NA	NA	21	7	NA	0	1	0	0	6	0	1	6	14	0	0	0	1	13	0	0	0	0	1	1	0	1	0	11	0	10				
189	1	virus 	47	2021-05-24	Monday	101	15	4213	3	NA	NA	NA	NA	NA	NA	9	3	NA	0	0	0	0	3	0	0	3	6	0	0	0	0	6	0	1	1	0	1	3	0	0	0	0	0	3				
190	2	virus 	47	2021-05-24	Monday	101	15	4213	2	NA	NA	NA	NA	NA	NA	23	16	NA	0	0	0	7	9	0	2	16	7	0	0	0	2	5	0	2	0	0	3	0	1	0	1	0	0	19				
191	3	control	47	2021-05-24	Monday	101	15	4213	4	NA	NA	NA	NA	NA	NA	2	0	NA	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1				
192	4	virus 	47	2021-05-24	Monday	101	15	4213	1	NA	NA	NA	NA	NA	NA	31	25	NA	0	1	1	4	19	0	5	20	6	0	1	1	2	4	0	0	1	0	1	2	0	1	0	1	0	25				
193	1	virus 	48	2021-05-26	Wednesday	103	15	1432	1	NA	NA	NA	NA	NA	NA	3	0	NA	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	1	0	0	0	0	0	2	0	0	2				
194	2	virus 	48	2021-05-26	Wednesday	103	15	1432	4	NA	NA	NA	NA	NA	NA	13	6	NA	0	0	0	4	2	0	0	6	7	0	0	0	2	5	0	4	0	0	1	0	0	1	1	0	0	9				
195	3	control	48	2021-05-26	Wednesday	103	15	1432	3	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
196	4	virus 	48	2021-05-26	Wednesday	103	15	1432	2	NA	NA	NA	NA	NA	NA	12	8	NA	0	0	0	1	7	0	4	4	4	0	0	0	0	4	0	0	0	1	0	0	1	0	2	0	0	8				
197	1	virus 	49	2021-05-28	Friday	105	16	4321	1	NA	NA	NA	NA	NA	NA	6	3	NA	0	0	0	0	3	0	0	3	3	0	0	0	0	3	0	0	1	0	0	1	0	1	0	0	0	3				
198	2	virus 	49	2021-05-28	Friday	105	16	4321	3	NA	NA	NA	NA	NA	NA	11	5	NA	0	0	1	1	3	0	1	4	6	0	0	0	1	5	1	2	1	0	0	0	0	0	2	0	0	7				
199	3	control	49	2021-05-28	Friday	105	16	4321	2	NA	NA	NA	NA	NA	NA	2	0	NA	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1				
200	4	virus 	49	2021-05-28	Friday	105	16	4321	1	NA	NA	NA	NA	NA	NA	15	8	NA	0	0	0	1	7	0	2	6	7	0	0	0	1	6	0	0	1	0	0	3	0	1	1	1	0	10				
201	1	virus 	50	2021-05-31	Monday	108	16	4132	2	NA	NA	NA	NA	NA	NA	12	5	NA	0	0	0	2	3	0	0	5	7	0	1	0	0	6	0	1	2	1	0	1	0	1	1	0	0	5				
202	2	virus 	50	2021-05-31	Monday	108	16	4132	4	NA	NA	NA	NA	NA	NA	8	5	NA	0	0	0	1	4	0	0	5	3	0	0	0	2	1	0	1	0	0	0	1	0	1	0	0	0	5				
203	3	control	50	2021-05-31	Monday	108	16	4132	3	NA	NA	NA	NA	NA	NA	2	0	NA	0	0	0	0	0	0	0	0	2	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0				
204	4	virus 	50	2021-05-31	Monday	108	16	4132	1	NA	NA	NA	NA	NA	NA	11	4	NA	0	0	0	1	3	0	3	1	7	0	1	0	2	4	0	1	0	0	1	1	1	1	2	0	0	6				
205	1	virus 	51	2021-06-02	Wednesday	110	16	2143	2	NA	NA	NA	NA	NA	NA	3	0	NA	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	1	0	1	0	0	1	0	0	0	1				
206	2	virus 	51	2021-06-02	Wednesday	110	16	2143	1	NA	NA	NA	NA	NA	NA	7	6	NA	0	0	0	5	1	0	1	4	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	6				
207	3	control	51	2021-06-02	Wednesday	110	16	2143	4	NA	NA	NA	NA	NA	NA	2	2	NA	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2				
208	4	virus 	51	2021-06-02	Wednesday	110	16	2143	3	NA	NA	NA	NA	NA	NA	9	5	NA	0	0	1	3	1	0	2	3	4	0	0	0	0	4	0	0	0	0	0	1	1	1	1	0	0	7				
209	1	virus 	52	2021-06-04	Friday	112	17	1324	1	NA	NA	NA	NA	NA	NA	4	0	NA	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	1	0	0	2	0	1	0	0	0	0				
210	2	virus 	52	2021-06-04	Friday	112	17	1324	3	NA	NA	NA	NA	NA	NA	4	0	NA	0	0	0	0	0	0	0	0	4	0	0	0	0	4	1	0	1	0	0	2	0	0	0	0	0	0				
211	3	control	52	2021-06-04	Friday	112	17	1324	2	NA	NA	NA	NA	NA	NA	1	1	NA	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				
212	4	virus 	52	2021-06-04	Friday	112	17	1324	4	NA	NA	NA	NA	NA	NA	10	6	NA	0	0	0	3	3	0	2	4	4	0	0	0	1	3	0	1	0	0	0	1	0	1	1	0	0	7				
213	1	virus 	53	2021-06-07	Monday	115	17	2413	3	NA	NA	NA	NA	NA	NA	6	1	NA	0	0	0	0	1	0	1	0	5	0	0	0	0	5	0	0	0	1	0	2	1	1	0	0	0	1				
214	2	virus 	53	2021-06-07	Monday	115	17	2413	1	NA	NA	NA	NA	NA	NA	10	5	NA	0	0	0	2	3	0	2	3	5	0	0	0	2	3	0	1	0	0	1	2	0	0	1	0	0	5				
215	3	control	53	2021-06-07	Monday	115	17	2413	4	NA	NA	NA	NA	NA	NA	3	2	NA	0	0	0	0	2	0	0	2	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	3				
216	4	virus 	53	2021-06-07	Monday	115	17	2413	2	NA	NA	NA	NA	NA	NA	6	3	NA	0	0	1	1	1	0	2	1	3	0	0	0	1	2	0	0	0	1	1	0	1	0	0	0	0	3				
217	1	virus 	54	2021-06-09	Wednesday	117	17	4123	2	NA	NA	NA	NA	NA	NA	10	3	1	2	0	0	0	1	0	0	3	7	0	1	0	0	6	0	0	0	1	1	0	1	3	1	0	0	4				
218	2	virus 	54	2021-06-09	Wednesday	117	17	4123	3	NA	NA	NA	NA	NA	NA	8	5	NA	1	0	0	2	2	0	2	3	3	0	0	0	0	3	0	1	0	0	2	0	0	0	0	0	0	5				
219	3	control	54	2021-06-09	Wednesday	117	17	4123	4	NA	NA	NA	NA	NA	NA	1	0	NA	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0				
220	4	virus 	54	2021-06-09	Wednesday	117	17	4123	1	NA	NA	NA	NA	NA	NA	8	2	NA	0	0	0	1	1	0	1	1	6	0	0	0	2	4	0	1	0	0	1	1	1	2	0	0	0	2				
221	1	virus 	55	2021-06-11	Friday	119	18	1234	1	NA	NA	NA	NA	NA	NA	9	3	NA	0	0	0	1	2	0	1	2	6	0	0	0	0	6	0	0	0	0	1	2	1	2	0	0	0	4				
222	2	virus 	55	2021-06-11	Friday	119	18	1234	2	NA	NA	NA	NA	NA	NA	9	5	NA	0	0	0	3	2	0	3	2	4	0	0	0	3	1	0	1	0	0	1	0	0	1	1	0	0	6				
223	3	control	55	2021-06-11	Friday	119	18	1234	3	NA	NA	NA	NA	NA	NA	1	0	NA	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0				
224	4	virus 	55	2021-06-11	Friday	119	18	1234	4	NA	NA	NA	NA	NA	NA	11	5	NA	0	0	1	1	3	0	2	3	6	0	0	0	2	4	0	0	0	0	1	2	0	2	1	0	0	6				
225	1	virus 	56	2021-06-14	Monday	122	18	4132	2	NA	NA	NA	NA	NA	NA	9	3	NA	0	0	0	1	2	0	1	2	6	0	1	0	0	5	0	0	0	0	0	1	2	3	0	0	0	3				
226	2	virus 	56	2021-06-14	Monday	122	18	4132	4	NA	NA	NA	NA	NA	NA	5	1	NA	0	0	0	0	1	0	0	1	4	0	0	0	1	3	0	1	1	0	1	0	1	0	0	0	0	1				
227	3	control	56	2021-06-14	Monday	122	18	4132	3	NA	NA	NA	NA	NA	NA	3	2	NA	0	1	0	1	0	0	0	2	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2				
228	4	virus 	56	2021-06-14	Monday	122	18	4132	1	NA	NA	NA	NA	NA	NA	7	2	NA	0	0	0	0	2	0	1	1	5	0	0	0	1	4	0	1	1	0	0	0	1	2	0	0	0	2				
229	1	virus 	57	2021-06-15	Tuesday	123	18	3421	4	130	13	9	62	46	0	12	2	NA	0	0	0	0	2	0	1	1	10	0	0	0	1	9	0	0	0	0	4	2	3	1	0	0	0	2				
230	2	virus 	57	2021-06-15	Tuesday	123	18	3421	3	100	21	22	40	17	0	15	0	1	0	0	0	0	0	0	0	0	15	0	0	0	3	12	0	1	0	0	5	4	5	0	0	0	0	0				
231	3	control	57	2021-06-15	Tuesday	123	18	3421	1	130	28	5	73	24	0	4	0	NA	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	1	0	0	1	2	0	0	0	0	0	0				
232	4	virus 	57	2021-06-15	Tuesday	123	18	3421	2	138	33	15	59	31	0	26	3	NA	0	0	0	1	2	0	2	1	23	0	0	0	7	16	0	2	1	1	6	6	4	3	0	0	0	3				
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
