colony,focal_AntID,tagID,position,time_start,time_stop,exclude
c06,002,1a8,p2,NA,NA,0
c06,003,272,p2,NA,NA,0
c06,004,2dd,p2,2022-03-17T10:44:45.587093111Z,2022-03-17T10:46:10.920870148Z,0
c06,004,2dd,p2,2022-03-17T10:46:14.920890838Z,2022-03-17T10:46:57.421088960Z,0
c06,004,2dd,p2,2022-03-17T10:48:07.421462579Z,2022-03-17T10:49:21.755113918Z,0
c06,005,413,p1,NA,NA,1
c06,006,449,p1,2022-03-17T10:13:06.910700110Z,2022-03-17T10:13:31.410846058Z,0
c06,006,449,p1,2022-03-17T10:13:48.410848570Z,2022-03-17T10:14:18.577655417Z,0
c06,006,449,p1,2022-03-17T10:14:30.244461346Z,2022-03-17T10:15:21.744704258Z,0
c06,006,449,p1,2022-03-17T10:15:34.911421636Z,2022-03-17T10:16:02.578234438Z,0
c06,006,449,p1,2022-03-17T10:22:33.413484322Z,2022-03-17T10:24:09.080607768Z,0
c06,007,4a5,p1,NA,NA,0
c06,008,4b3,p1,NA,NA,0
c06,009,5bc,p2,NA,NA,0
c06,010,61e,p2,2022-03-17T10:19:26.745868244Z,2022-03-17T10:19:34.745834901Z,0
c06,010,61e,p2,2022-03-17T10:26:01.914481697Z,2022-03-17T10:27:08.248045237Z,0
c06,010,61e,p2,2022-03-17T10:42:32.419650629Z,2022-03-17T10:43:07.753250308Z,0
c06,010,61e,p2,2022-03-17T10:43:17.086545033Z,2022-03-17T10:44:36.420379068Z,0
c06,011,653,p2,NA,NA,0
c06,012,6ad,p1,2022-03-17T10:22:35.080141970Z,2022-03-17T10:22:41.746853249Z,0
c06,012,6ad,p1,2022-03-17T10:30:09.582315438Z,2022-03-17T10:30:32.415672996Z,0
c06,012,6ad,p1,2022-03-17T10:30:42.249130924Z,2022-03-17T10:33:25.083274252Z,0
c06,013,6b1,p1,2022-03-17T10:50:30.088786270Z,2022-03-17T10:59:09.258058201Z,1
c06,014,765,p1,2022-03-17T10:12:49.910696231Z,2022-03-17T10:12:52.410696393Z,0
c06,014,765,p1,2022-03-17T10:26:01.081137335Z,2022-03-17T10:27:01.581284747Z,0
c06,014,765,p1,2022-03-17T10:27:07.914714173Z,2022-03-17T10:27:22.914847363Z,0
c06,014,765,p1,2022-03-17T10:27:35.914834896Z,2022-03-17T10:28:53.415286175Z,0
c06,015,7a2,p1,NA,NA,0
c06,016,80c,p2,NA,NA,0
c07,001,27c,p2,2022-03-18T10:09:57.853537105Z,2022-03-18T10:10:10.186918088Z,1
c07,001,27c,p2,2022-03-18T10:10:21.020311776Z,2022-03-18T10:10:51.020457619Z,1
c07,001,27c,p2,2022-03-18T10:12:44.020971791Z,2022-03-18T10:13:00.854380137Z,1
c07,002,315,p1,2022-03-18T10:09:42.853452595Z,2022-03-18T10:12:03.687455603Z,1
c07,003,397,p1,2022-03-18T10:09:01.353365610Z,2022-03-18T10:09:57.853537105Z,1
c07,004,3a0,p1,2022-03-18T10:11:42.687359064Z,2022-03-18T10:12:29.520929645Z,0
c07,004,3a0,p1,2022-03-18T10:14:25.354834817Z,2022-03-18T10:14:35.521550645Z,0
c07,005,442,p2,2022-03-18T10:45:50.696967661Z,2022-03-18T10:46:40.530544464Z,0
c07,006,49a,p1,2022-03-18T10:41:12.695683729Z,2022-03-18T10:41:40.862502307Z,0
c07,006,49a,p1,2022-03-18T10:43:53.863106594Z,2022-03-18T10:44:39.696851506Z,0
c07,006,49a,p1,2022-03-18T10:46:45.197236958Z,2022-03-18T10:46:53.030547543Z,0
c07,007,4e5,p2,NA,NA,0
c07,008,4f8,p1,2022-03-18T10:18:41.856054210Z,2022-03-18T10:19:20.522880759Z,0
c07,008,4f8,p1,2022-03-18T10:19:36.856285219Z,2022-03-18T10:19:49.189674394Z,0
c07,008,4f8,p1,2022-03-18T10:44:41.196901491Z,2022-03-18T10:46:09.863725591Z,0
c07,009,57e,p2,2022-03-18T10:15:27.188405177Z,2022-03-18T10:16:31.855431774Z,1
c07,009,57e,p2,2022-03-18T10:28:54.525504435Z,2022-03-18T10:31:19.526162096Z,1
c07,010,5b2,p2,2022-03-18T10:08:48.520349410Z,2022-03-18T10:09:00.520404758Z,0
c07,010,5b2,p2,2022-03-18T10:09:19.020002410Z,2022-03-18T10:09:46.353497305Z,0
c07,010,5b2,p2,2022-03-18T10:14:37.021566332Z,2022-03-18T10:16:21.188589633Z,0
c07,011,5b9,p2,2022-03-18T10:08:47.186623052Z,2022-03-18T10:10:25.520344871Z,0
c07,011,5b9,p2,2022-03-18T10:10:54.020452817Z,2022-03-18T10:12:04.354129615Z,0
c07,012,62b,p2,2022-03-18T10:18:18.522475724Z,2022-03-18T10:18:48.856054914Z,1
c07,012,62b,p2,2022-03-18T10:22:15.523624484Z,2022-03-18T10:23:20.023925517Z,1
c07,013,641,p1,2022-03-18T10:17:39.855739165Z,2022-03-18T10:19:30.356269635Z,0
c07,013,641,p1,2022-03-18T10:29:12.026040848Z,2022-03-18T10:29:36.859011423Z,0
c07,014,6c4,p1,2022-03-18T10:08:44.520335434Z,2022-03-18T10:08:49.019948670Z,0
c07,014,6c4,p1,2022-03-18T10:09:21.353371611Z,2022-03-18T10:11:24.187271447Z,0
c07,015,6f0,p1,2022-03-18T10:15:18.688428714Z,2022-03-18T10:15:23.688442181Z,0
c07,015,6f0,p1,2022-03-18T10:22:34.690390592Z,2022-03-18T10:22:37.690391583Z,0
c07,015,6f0,p1,2022-03-18T10:49:40.031655269Z,2022-03-18T10:50:32.865367518Z,0
c07,016,75f,p2,2022-03-18T10:16:17.688698545Z,2022-03-18T10:16:25.188749579Z,1
c07,016,75f,p2,2022-03-18T10:18:24.355877258Z,2022-03-18T10:19:34.522950086Z,1
c07,016,75f,p2,2022-03-18T10:20:13.023529745Z,2022-03-18T10:21:14.190040926Z,1
c08,001,170,p1,NA,NA,0
c08,002,1d1,p1,NA,NA,0
c08,003,289,p1,2022-03-19T10:06:12.995823185Z,2022-03-19T10:08:53.329888132Z,0
c08,004,2f9,p1,NA,NA,0
c08,005,38b,p1,NA,NA,0
c08,006,4c2,p2,2022-03-19T10:05:55.662396803Z,2022-03-19T10:08:15.829650808Z,0
c08,007,5d7,p2,2022-03-19T10:08:44.329832147Z,2022-03-19T10:11:08.330504634Z,0
c08,008,622,p1,2022-03-19T10:42:55.339772940Z,2022-03-19T10:43:02.339800174Z,0
c08,009,666,p2,2022-03-19T10:32:10.169946123Z,2022-03-19T10:33:10.670290832Z,0
c08,009,666,p2,2022-03-19T10:39:51.838908368Z,2022-03-19T10:40:19.505702529Z,0
c08,010,68a,p2,2022-03-19T10:40:07.838955673Z,2022-03-19T10:40:26.672793343Z,0
c08,010,68a,p2,2022-03-19T10:43:05.506472272Z,2022-03-19T10:43:08.006500274Z,0
c08,010,68a,p2,2022-03-19T10:49:53.675005351Z,2022-03-19T10:50:03.008404660Z,0
c08,010,68a,p2,2022-03-19T10:50:09.841772359Z,2022-03-19T10:52:38.675802144Z,0
c08,011,6cd,p2,NA,NA,0
c08,012,737,p2,NA,NA,0
c08,013,795,p1,2022-03-19T10:05:59.495679183Z,2022-03-19T10:07:33.996202652Z,0
c08,013,795,p1,2022-03-19T10:08:09.663046769Z,2022-03-19T10:08:47.163194830Z,0
c08,014,7ef,p2,NA,NA,0
c09,001,017,p2,NA,NA,0
c09,002,1db,p1,NA,NA,0
c09,003,20b,p2,01:22:55.667,01:23:37.667,0
c09,004,238,p1,NA,NA,0
c09,005,255,p2,NA,NA,0
c09,006,257,p1,NA,NA,0
c09,007,27d,p1,NA,NA,0
c09,008,323,p2,01:38:09.833,01:38:30.000,0
c09,009,332,p2,NA,NA,0
c09,010,38f,p1,NA,NA,0
c09,011,3fd,p1,NA,NA,0
c09,012,4c0,p1,01:22:56.000,01:24:59.000,1
c09,012,4c0,p1,01:27:11.500,01:29:18.667,1
c09,013,579,p2,NA,NA,0
c09,014,57f,p1,NA,NA,1
c09,015,5a0,p2,NA,NA,0
c09,016,670,p2,NA,NA,0
c09,017,700,p1,NA,NA,0
c09,018,736,p1,NA,NA,0
c09,019,751,p2,NA,NA,0
c09,020,773,p2,NA,NA,0
c10,001,1ae,p2,2022-03-24T10:40:55.277027993Z,2022-03-24T10:40:58.110421827Z,0
c10,002,1b1,p2,2022-03-24T10:17:06.602341377Z,2022-03-24T10:19:02.269606246Z,0
c10,003,23e,p1,2022-03-24T10:27:58.272845938Z,2022-03-24T10:28:45.772984708Z,0
c10,003,23e,p1,2022-03-24T10:29:06.940299145Z,2022-03-24T10:29:18.773287568Z,0
c10,003,23e,p1,2022-03-24T10:32:38.107745968Z,2022-03-24T10:34:03.941472083Z,0
c10,004,2af,p1,2022-03-24T10:14:26.601592411Z,2022-03-24T10:14:37.601664989Z,0
c10,004,2af,p1,2022-03-24T10:19:45.769930368Z,2022-03-24T10:20:33.603374597Z,0
c10,005,35f,p2,2022-03-24T10:10:59.600556859Z,2022-03-24T10:12:35.934374913Z,0
c10,006,380,p2,2022-03-24T10:19:37.269864637Z,2022-03-24T10:22:07.937356914Z,0
c10,007,387,p2,2022-03-24T10:11:43.267481476Z,2022-03-24T10:11:52.267485931Z,0
c10,008,399,p1,2022-03-24T10:27:17.772559627Z,2022-03-24T10:27:53.106021858Z,0
c10,008,399,p1,2022-03-24T10:27:55.272817808Z,2022-03-24T10:28:14.440005222Z,0
c10,008,399,p1,2022-03-24T10:30:57.273848776Z,2022-03-24T10:32:23.440979554Z,0
c10,009,3b1,p1,2022-03-24T10:23:14.771102638Z,2022-03-24T10:24:08.438135130Z,0
c10,009,3b1,p1,2022-03-24T10:30:21.606977488Z,2022-03-24T10:31:20.607303886Z,0
c10,009,3b1,p1,2022-03-24T10:32:16.774281834Z,2022-03-24T10:32:22.107638384Z,0
c10,009,3b1,p1,2022-03-24T10:48:56.612905949Z,2022-03-24T10:50:05.446605727Z,0
c10,010,3f7,p1,2022-03-24T10:09:33.933463927Z,2022-03-24T10:10:14.933666916Z,0
c10,010,3f7,p1,2022-03-24T10:10:30.100415984Z,2022-03-24T10:11:08.600603246Z,0
c10,010,3f7,p1,2022-03-24T10:11:25.934055813Z,2022-03-24T10:12:05.934230939Z,0
c10,011,508,p1,2022-03-24T10:11:36.267409877Z,2022-03-24T10:12:44.767745077Z,0
c10,012,593,p1,2022-03-24T10:10:23.100377754Z,2022-03-24T10:11:55.767519283Z,0
c10,013,5b2,p1,2022-03-24T10:08:35.433090874Z,2022-03-24T10:09:46.266822569Z,0
c10,013,5b2,p1,2022-03-24T10:09:55.933574064Z,2022-03-24T10:10:09.766980229Z,0
c10,013,5b2,p1,2022-03-24T10:10:23.600380049Z,2022-03-24T10:10:43.267143298Z,0
c10,014,603,p2,2022-03-24T10:08:59.266581777Z,2022-03-24T10:11:08.600603246Z,0
c10,015,62f,p1,NA,NA,1
c10,016,68b,p2,2022-03-24T10:08:54.766601662Z,2022-03-24T10:11:11.100548953Z,0
c10,017,6ca,p2,NA,NA,0
c10,018,7b9,p2,NA,NA,0
c11,001,141,p1,NA,NA,0
c11,002,21f,p2,2022-03-26T10:26:31.094351742Z,2022-03-26T10:26:42.761212626Z,0
c11,002,21f,p2,2022-03-26T10:27:23.428033912Z,2022-03-26T10:30:30.262318221Z,0
c11,002,21f,p2,2022-03-26T10:31:03.929217320Z,2022-03-26T10:31:21.595968198Z,0
c11,002,21f,p2,2022-03-26T10:53:37.269385749Z,2022-03-26T10:55:29.769968038Z,0
c11,003,354,p1,2022-03-26T10:13:53.257254203Z,2022-03-26T10:15:51.091204713Z,0
c11,004,357,p1,2022-03-26T10:13:04.090328388Z,2022-03-26T10:14:05.590594856Z,0
c11,004,357,p1,2022-03-26T10:27:23.594742020Z,2022-03-26T10:28:43.595105529Z,0
c11,005,37e,p2,2022-03-26T10:12:42.256892590Z,2022-03-26T10:14:07.590668874Z,0
c11,006,464,p2,NA,NA,0
c11,007,4c1,p1,2022-03-26T10:14:36.090792932Z,2022-03-26T10:16:31.758049250Z,0
c11,007,4c1,p1,2022-03-26T10:47:07.934073149Z,2022-03-26T10:49:04.934638811Z,0
c11,008,59e,p2,2022-03-26T10:25:26.927892270Z,2022-03-26T10:26:22.594438976Z,0
c11,009,5f7,p1,NA,NA,0
c11,010,668,p2,2022-03-26T10:13:17.257063276Z,2022-03-26T10:15:25.924386292Z,0
c11,010,668,p2,2022-03-26T10:15:56.924526663Z,2022-03-26T10:17:11.758246891Z,0
c11,011,69b,p1,2022-03-26T10:42:50.099384403Z,2022-03-26T10:43:49.933047986Z,0
c11,011,69b,p1,2022-03-26T10:50:54.601904053Z,2022-03-26T10:52:02.268863090Z,0
c11,012,6e4,p2,2022-03-26T10:13:04.757006322Z,2022-03-26T10:13:41.090513890Z,0
c11,013,704,p1,2022-03-26T10:46:55.601137798Z,2022-03-26T10:47:16.934537690Z,0
c11,013,704,p1,2022-03-26T10:50:08.268212893Z,2022-03-26T10:50:41.601854848Z,0
c11,013,704,p1,2022-03-26T10:55:33.103304076Z,2022-03-26T10:56:55.770386134Z,0
c11,013,704,p1,2022-03-26T10:57:16.437180625Z,2022-03-26T10:57:26.603861133Z,0
c11,014,772,p1,NA,NA,0
c11,015,79e,p1,NA,NA,0
c11,016,7f6,p2,NA,NA,0
c11,017,802,p2,2022-03-26T10:26:18.594409257Z,2022-03-26T10:28:02.428292811Z,0
c11,018,813,p2,NA,NA,0
c12,001,02f,p2,00:31:42.000,00:32:46.167,0
c12,001,02f,p2,00:33:33.500,00:34:27.666,0
c12,001,02f,p2,00:35:13.000,00:36:10.500,0
c12,002,0c8,p2,00:53:16.666,00:55:32.833,0
c12,003,0f6,p2,00:41:36.166,00:42:21.833,0
c12,003,0f6,p2,00:43:11.000,00:43:35.666,0
c12,004,0fe,p2,00:36:49.166,00:37:37.333,0
c12,005,1fc,p1,00:31:13.833,00:31:47.167,0
c12,005,1fc,p1,00:41:50.500,00:42:00.833,0
c12,005,1fc,p1,01:01:49.666,01:02:27.500,0
c12,005,1fc,p1,01:02:38.333,01:02:53.666,0
c12,006,20d,p1,00:54:06.166,00:55:36.000,0
c12,007,20e,p2,00:58:03.666,01:00:42.500,0
c12,008,249,p1,00:27:53.000,00:28:39.832,0
c12,008,249,p1,00:30:15.500,00:30:41.500,0
c12,009,2c3,p2,00:29:00.667,00:29:49.500,0
c12,010,36c,p1,00:29:10.333,00:29:39.332,0
c12,010,36c,p1,00:30:29.500,00:31:16.666,0
c12,011,4bf,p2,00:27:56.833,00:28:11.500,0
c12,011,4bf,p2,00:43:26.500,00:43:58.333,0
c12,011,4bf,p2,00:45:13.166,00:46:48.000,0
c12,012,503,p1,00:28:02.832,00:28:06.832,0
c12,012,503,p1,00:28:18.000,00:28:26.832,0
c12,013,51a,p1,00:30:01.000,00:30:23.666,0
c12,013,51a,p1,00:43:41.000,00:45:06.000,0
c12,013,51a,p1,01:12:25.333,01:13:09.833,0
c12,014,53a,p2,NA,NA,0
c12,015,543,p1,00:28:07.666,00:29:00.166,0
c12,015,543,p1,00:29:20.666,00:29:56.666,0
c12,015,543,p1,00:59:48.833,01:00:07.000,0
c12,016,5a8,p2,00:28:12.000,00:28:40.167,0
c12,016,5a8,p2,00:29:13.000,00:29:27.667,0
c12,016,5a8,p2,00:31:49.167,00:32:19.833,0
c12,017,5b3,p2,00:27:56.333,00:28:37.000,0
c12,017,5b3,p2,01:02:10.500,01:03:49.000,0
c12,018,5cf,p1,00:29:16.166,00:30:17.332,0
c12,018,5cf,p1,00:41:45.500,00:42:36.500,0
c12,019,680,p1,00:39:36.833,00:40:29.166,0
c12,019,680,p1,01:00:19.500,01:00:34.666,0
c12,019,680,p1,01:00:40.166,01:00:54.666,0
c12,019,680,p1,01:06:37.666,01:07:32.500,0
c12,020,839,p1,00:31:07.667,00:32:02.500,0
c12,020,839,p1,00:33:41.000,00:34:59.333,0
c13,001,034,p1,00:56:10.166,00:56:38.500,0
c13,001,034,p1,00:58:54.166,00:59:33.000,0
c13,001,034,p1,00:59:35.500,01:00:05.666,0
c13,001,034,p1,01:00:52.333,01:01:25.166,0
c13,002,053,p2,01:01:57.333,01:02:17.666,0
c13,002,053,p2,01:03:20.833,01:03:26.666,0
c13,003,0e9,p1,00:53:38.000,00:54:55.333,0
c13,004,112,p2,00:55:41.500,00:58:26.833,0
c13,005,2e1,p1,00:55:19.166,00:57:00.666,0
c13,006,35b,p1,00:58:38.666,00:59:07.166,0
c13,006,35b,p1,01:00:16.666,01:01:40.000,0
c13,007,3c9,p1,00:54:40.166,00:57:20.500,0
c13,007,3c9,p1,00:59:14.833,00:59:56.500,0
c13,007,3c9,p1,01:02:28.166,01:03:05.833,0
c13,008,3f9,p1,00:59:23.000,01:01:16.000,0
c13,009,497,p2,00:56:27.000,00:58:02.166,0
c13,009,497,p2,00:58:14.166,00:58:34.666,0
c13,009,497,p2,00:59:56.666,01:00:35.500,0
c13,010,4c7,p2,01:11:36.500,01:11:47.833,0
c13,010,4c7,p2,01:12:10.500,01:14:44.000,0
c13,011,4e4,p1,00:55:46.833,00:57:56.166,0
c13,011,4e4,p1,00:59:04.500,00:59:24.833,0
c13,011,4e4,p1,00:59:42.500,01:00:28.333,0
c13,012,5a2,p2,01:04:33.000,01:05:30.333,0
c13,012,5a2,p2,01:06:33.166,01:08:02.333,0
c13,012,5a2,p2,01:17:21.000,01:18:20.500,0
c13,013,6ac,p1,00:53:43.666,00:55:26.000,0
c13,014,6ed,p2,00:56:02.000,00:56:19.166,0
c13,014,6ed,p2,00:56:44.500,00:57:05.500,0
c13,014,6ed,p2,00:57:59.833,00:58:49.000,0
c13,014,6ed,p2,01:03:47.333,01:05:47.500,0
c13,015,6ee,p2,00:55:59.666,00:57:59.166,0
c13,016,73c,p2,00:54:05.666,00:55:02.000,0
c13,016,73c,p2,00:55:46.000,00:56:23.833,0
c13,016,73c,p2,01:14:55.500,01:16:50.500,0
c14,001,133,p1,NA,NA,0
c14,002,167,p2,NA,NA,0
c14,003,1dd,p1,2022-03-31T11:15:38.689730376Z,2022-03-31T11:16:17.689947461Z,0
c14,004,1ee,p1,NA,NA,0
c14,005,265,p2,NA,NA,0
c14,006,28f,p1,NA,NA,0
c14,007,291,p1,NA,NA,0
c14,008,2a6,p2,NA,NA,0
c14,009,366,p2,2022-03-31T11:05:33.186403769Z,2022-03-31T11:06:19.686598027Z,0
c14,009,366,p2,2022-03-31T11:06:29.186727143Z,2022-03-31T11:10:01.687925096Z,0
c14,010,39b,p1,NA,NA,0
c14,011,3a8,p2,NA,NA,0
c14,012,4f7,p2,2022-03-31T11:08:47.020801721Z,2022-03-31T11:11:18.521657478Z,0
c14,013,571,p1,2022-03-31T10:09:49.001098168Z,2022-03-31T10:11:00.334766067Z,0
c14,014,5ad,p1,NA,NA,0
c14,015,5fc,p2,2022-03-31T10:56:48.683402722Z,2022-03-31T10:56:58.350123537Z,0
c14,016,684,p1,2022-03-31T10:06:48.000260441Z,2022-03-31T10:07:59.333884882Z,0
c14,017,731,p2,NA,NA,0
c14,018,7f2,p2,NA,NA,0
c15,001,058,p2,2022-04-01T10:39:06.415607969Z,2022-04-01T10:42:37.083340900Z,0
c15,002,191,p1,NA,NA,0
c15,003,1de,p2,2022-04-01T10:48:07.418512083Z,2022-04-01T10:50:15.752525765Z,0
c15,003,1de,p2,2022-04-01T10:51:40.419671025Z,2022-04-01T10:52:47.753417479Z,0
c15,004,31d,p2,NA,NA,0
c15,005,446,p2,NA,NA,0
c15,006,451,p2,NA,NA,0
c15,007,49c,p2,NA,NA,0
c15,008,49f,p2,NA,NA,0
c15,009,55d,p1,2022-04-01T10:13:17.740514229Z,2022-04-01T10:15:52.908117503Z,0
c15,009,55d,p1,2022-04-01T10:16:08.241537037Z,2022-04-01T10:17:30.409074856Z,0
c15,010,5aa,p1,2022-04-01T11:08:45.925230143Z,2022-04-01T11:10:03.925691526Z,0
c15,010,5aa,p1,2022-04-01T11:11:00.592659858Z,2022-04-01T11:12:43.259871936Z,0
c15,011,648,p2,NA,NA,0
c15,012,691,p1,2022-04-01T10:03:19.570721349Z,2022-04-01T10:04:54.404523772Z,0
c15,012,691,p1,2022-04-01T10:26:49.245051058Z,2022-04-01T10:27:51.411980754Z,0
c15,012,691,p1,2022-04-01T10:29:03.245683747Z,2022-04-01T10:30:09.246091914Z,0
c15,013,7c1,p1,2022-04-01T10:34:53.580934780Z,2022-04-01T10:35:15.248118234Z,0
c15,014,7c4,p1,NA,NA,0
c15,015,809,p1,NA,NA,0
c15,016,82d,p1,NA,NA,0
c16,001,0cb,p2,2022-04-02T10:33:42.132047977Z,2022-04-02T10:38:33.300257577Z,0
c16,002,137,p1,2022-04-02T10:15:56.626521684Z,2022-04-02T10:22:30.128993535Z,0
c16,003,1ce,p1,NA,NA,0
c16,004,293,p1,NA,NA,0
c16,004,4ba,p1,NA,NA,0
c16,005,2ea,p2,2022-04-02T10:39:01.633717033Z,2022-04-02T10:41:45.801468029Z,0
c16,006,3b2,p2,NA,NA,0
c16,007,411,p2,2022-04-02T11:14:24.479043715Z,2022-04-02T11:14:58.145838415Z,0
c16,008,433,p2,2022-04-02T10:14:27.626045222Z,2022-04-02T10:15:49.459813546Z,0
c16,008,433,p2,2022-04-02T11:15:46.646569763Z,2022-04-02T11:21:04.647882331Z,0
c16,009,458,p1,NA,NA,0
c16,010,45c,p1,2022-04-02T11:19:25.814024436Z,2022-04-02T11:23:50.148835646Z,0
c16,011,47a,p1,2022-04-02T10:16:00.793211185Z,2022-04-02T10:20:01.461084182Z,0
c16,011,47a,p1,2022-04-02T10:51:39.471531168Z,2022-04-02T11:00:04.474397692Z,0
c16,013,4da,p1,2022-04-02T10:54:31.805825934Z,2022-04-02T10:59:01.473952495Z,0
c16,014,578,p2,2022-04-02T10:04:57.289588841Z,2022-04-02T10:06:31.123364882Z,0
c16,016,7c9,p1,2022-04-02T10:34:43.632333917Z,2022-04-02T10:35:30.132707550Z,0
c16,016,7c9,p1,2022-04-02T10:37:21.466505664Z,2022-04-02T10:39:19.800482311Z,0
c16,016,7c9,p1,2022-04-02T10:39:39.133921691Z,2022-04-02T10:40:39.301061666Z,0
c16,016,7c9,p1,2022-04-02T10:40:58.134528312Z,2022-04-02T10:41:22.801274861Z,0
c16,016,7c9,p1,2022-04-02T10:45:41.802901560Z,2022-04-02T10:46:06.970123356Z,0
c16,016,7c9,p1,2022-04-02T10:58:55.307273456Z,2022-04-02T11:05:33.976627832Z,0
c16,017,819,p2,NA,NA,0
c16,018,822,p2,NA,NA,0
c17,001,0fc,p2,00:54:25.666,00:55:07.000,0
c17,001,0fc,p2,00:55:39.166,00:57:15.000,0
c17,001,0fc,p2,01:01:17.666,01:02:32.166,0
c17,002,1a0,p2,00:51:10.166,00:52:16.500,0
c17,002,1a0,p2,00:58:33.500,01:00:56.000,0
c17,002,1a0,p2,01:09:43.167,01:10:38.000,0
c17,004,282,p2,00:51:17.500,00:54:04.333,0
c17,007,359,p2,00:51:34.333,00:52:31.333,0
c17,007,359,p2,00:57:17.666,00:59:06.000,0
c17,008,41b,p2,01:02:38.333,01:05:42.666,0
c17,008,41b,p2,01:05:46.666,01:08:47.000,0
c17,009,553,p2,01:16:00.333,01:20:04.833,0
c17,009,553,p2,01:23:54.167,01:25:25.167,0
c17,011,69c,p2,00:51:49.333,00:54:01.000,0
c17,016,815,p2,01:37:07.500,01:37:58.333,0
c17,016,815,p2,01:38:37.833,01:39:08.667,0
c17,003,1ba,p1,01:07:47.666,01:11:34.000,0
c17,003,1ba,p1,01:17:51.667,01:22:03.000,0
c17,005,2ba,p1,00:55:44.833,00:56:45.500,0
c17,005,2ba,p1,00:59:40.500,01:00:13.166,0
c17,005,2ba,p1,01:25:19.500,01:31:19.333,0
c17,006,2c1,p1,00:51:02.833,00:56:47.000,0
c17,010,586,p1,00:59:57.666,01:01:34.333,0
c17,010,586,p1,01:04:09.833,01:05:06.666,0
c17,010,586,p1,01:08:34.833,01:11:50.167,0
c17,012,6ae,p1,00:54:34.666,00:54:47.500,0
c17,012,6ae,p1,00:58:07.333,00:58:40.500,0
c17,012,6ae,p1,01:14:06.500,01:14:27.000,0
c17,013,750,p1,00:51:09.166,00:52:38.166,0
c17,013,750,p1,00:53:10.333,00:53:33.500,0
c17,013,750,p1,00:53:51.833,00:54:11.833,0
c17,013,750,p1,00:57:10.166,00:58:21.000,0
c17,013,750,p1,01:00:00.166,01:00:18.500,0
c17,013,750,p1,01:05:59.333,01:09:37.167,0
c17,013,750,p1,01:29:40.500,01:33:10.000,0
c17,014,786,p1,01:31:12.167,01:35:26.167,0
c17,015,805,p1,00:54:06.833,00:54:42.833,0
c17,015,805,p1,00:58:02.166,00:58:25.500,0
c18,001,135,p2,NA,NA,0
c18,002,276,p1,2022-04-07T10:16:12.382057704Z,2022-04-07T10:17:13.882367310Z,0
c18,002,276,p1,2022-04-07T10:18:57.716333705Z,2022-04-07T10:19:31.716456680Z,0
c18,002,276,p1,2022-04-07T10:22:52.217630953Z,2022-04-07T10:23:52.551227610Z,0
c18,002,276,p1,2022-04-07T10:24:15.218054018Z,2022-04-07T10:26:13.718622784Z,0
c18,003,28d,p2,2022-04-07T10:06:26.379221509Z,2022-04-07T10:13:28.047748599Z,0
c18,004,354,p2,2022-04-07T10:10:27.546942802Z,2022-04-07T10:13:28.047748599Z,0
c18,005,370,p2,2022-04-07T10:24:30.384784447Z,2022-04-07T10:24:58.884916860Z,0
c18,005,370,p2,2022-04-07T10:25:58.551798023Z,2022-04-07T10:26:06.385262076Z,0
c18,005,370,p2,2022-04-07T10:27:36.219007790Z,2022-04-07T10:29:41.886298056Z,0
c18,006,430,p1,2022-04-07T10:15:46.715198743Z,2022-04-07T10:17:04.548989461Z,0
c18,006,430,p1,2022-04-07T10:19:46.383231001Z,2022-04-07T10:21:20.717044972Z,0
c18,006,430,p1,2022-04-07T10:24:20.551341938Z,2022-04-07T10:26:35.885402607Z,0
c18,006,430,p1,2022-04-07T10:32:56.887215702Z,2022-04-07T10:33:10.553956870Z,0
c18,006,430,p1,2022-04-07T10:47:33.057967834Z,2022-04-07T10:48:53.225078897Z,0
c18,007,55b,p1,2022-04-07T10:07:34.712834586Z,2022-04-07T10:08:55.379856538Z,0
c18,007,55b,p1,2022-04-07T10:12:25.547458099Z,2022-04-07T10:14:22.881357632Z,0
c18,007,55b,p1,2022-04-07T10:17:58.715993617Z,2022-04-07T10:20:02.549966780Z,0
c18,007,55b,p1,2022-04-07T10:28:24.552616552Z,2022-04-07T10:31:30.220065525Z,0
c18,008,58c,p2,NA,NA,0
c18,009,59e,p1,2022-04-07T10:10:10.713483818Z,2022-04-07T10:10:47.213669161Z,0
c18,009,59e,p1,2022-04-07T10:11:16.213782477Z,2022-04-07T10:11:24.880517013Z,0
c18,009,59e,p1,2022-04-07T10:13:19.714372459Z,2022-04-07T10:15:41.381842983Z,0
c18,009,59e,p1,2022-04-07T10:17:10.549058475Z,2022-04-07T10:17:24.215777149Z,0
c18,009,59e,p1,2022-04-07T10:22:49.384201065Z,2022-04-07T10:24:11.051330374Z,0
c18,010,62c,p2,NA,NA,0
c18,011,6ec,p1,NA,NA,0
c18,012,80c,p1,2022-04-07T10:06:26.379221509Z,2022-04-07T10:07:19.546086655Z,0
c18,012,80c,p1,2022-04-07T10:07:41.879517980Z,2022-04-07T10:08:47.546468838Z,0
c18,012,80c,p1,2022-04-07T10:10:05.546824149Z,2022-04-07T10:11:22.380515541Z,0
c19,001,09a,p2,NA,NA,0
c19,002,2bf,p1,NA,NA,0
c19,003,38e,p1,2022-04-08T10:08:27.311482215Z,2022-04-08T10:11:33.645604249Z,0
c19,003,38e,p1,2022-04-08T10:33:21.651755011Z,2022-04-08T10:34:50.151742064Z,0
c19,004,40d,p2,NA,NA,0
