"ant1","ant2","start","end","startframe","endframe","space","types","ant1.mean.x","ant1.mean.y","ant1.mean.angle","ant2.mean.x","ant2.mean.y","ant2.mean.angle","ant1.zones","ant2.zones","detections","ant1ID_str","ant2ID_str","pair","T_start_UNIX","T_stop_UNIX","T_start_sec","T_stop_sec","frame_start","frame_stop","duration","unique_interaction_id","Act_Name","Rec_Name","predicted_Hit","PERIOD","REPLICATE"
80,151,2022-04-22 10:15:24,2022-04-22 10:15:28,261,284,1,"1-1",7179.10508808457,4169.42456285943,0.561598740291843,7361.55462028158,4250.54496832026,-2.91387045399732,"1","1",24,"ant_80","ant_151","80_151",2022-04-22 10:15:24,2022-04-22 10:15:28,1650622524.941,1650622528.775,261,284,4.00066677729289,113,"ant_80","ant_151",1,"whole_experiment","c28"
14,37,2022-04-22 10:15:11,2022-04-22 10:15:33,182,312,1,"1-1",6926.41657399784,4336.76164405724,0.113969156757117,7101.34800990245,4300.62946238832,2.37114303700277,"1","1",72,"ant_14","ant_37","14_37",2022-04-22 10:15:11,2022-04-22 10:15:33,1650622511.775,1650622533.442,182,312,21.8336664835612,124,"ant_14","ant_37",1,"whole_experiment","c28"
28,141,2022-04-22 10:16:14,2022-04-22 10:16:31,561,663,1,"1-1",6084.65451796787,3757.13543457981,0.603181480958731,6263.46145176381,3838.07997000339,-2.72386955870561,"1","1",103,"ant_28","ant_141","28_141",2022-04-22 10:16:14,2022-04-22 10:16:31,1650622574.942,1650622591.941,561,663,17.1656667391459,239,"ant_28","ant_141",1,"whole_experiment","c28"
109,163,2022-04-22 10:16:15,2022-04-22 10:16:44,563,738,1,"1-1",6682.98672671011,3467.95995202588,-0.837255343853078,6689.5398462837,3322.46527854047,0.392872617402911,"1","1",11,"ant_109","ant_163","109_163",2022-04-22 10:16:15,2022-04-22 10:16:44,1650622575.275,1650622604.441,563,738,29.3326665560404,261,"ant_109","ant_163",1,"whole_experiment","c28"
155,171,2022-04-22 10:15:53,2022-04-22 10:17:07,430,879,1,"1-1",6813.06350137166,3656.30279351969,-0.321166228747767,6996.34403846999,3585.16564598106,2.94239677071153,"1","1",448,"ant_155","ant_171","155_171",2022-04-22 10:15:53,2022-04-22 10:17:07,1650622553.108,1650622627.942,430,879,75.0006665388743,313,"ant_171","ant_155",1,"whole_experiment","c28"
57,72,2022-04-22 10:17:06,2022-04-22 10:17:25,869,985,1,"1-1",5922.52039594741,2975.43452281002,0.774015427595761,5961.863178,3143.09874476216,-1.16335773429797,"1","1",117,"ant_57","ant_72","57_72",2022-04-22 10:17:06,2022-04-22 10:17:25,1650622626.275,1650622645.609,869,985,19.5006665388743,350,"ant_57","ant_72",1,"whole_experiment","c28"
21,82,2022-04-22 10:17:03,2022-04-22 10:17:30,850,1014,1,"1-1",7237.36694693351,2787.27171872539,-0.581934644918943,7421.22463096059,2735.42323436515,-2.87615453004158,"1","1",164,"ant_21","ant_82","21_82",2022-04-22 10:17:03,2022-04-22 10:17:30,1650622623.109,1650622650.442,850,1014,27.4996666113536,365,"ant_82","ant_21",1,"whole_experiment","c28"
28,165,2022-04-22 10:17:26,2022-04-22 10:17:40,989,1072,1,"1-1",5697.64032299405,3781.80667160129,-2.71505419867419,5506.53319612972,3792.88560114137,-0.0388313393373542,"1","1",56,"ant_28","ant_165","28_165",2022-04-22 10:17:26,2022-04-22 10:17:40,1650622646.275,1650622660.108,989,1072,13.9996666113536,391,"ant_165","ant_28",1,"whole_experiment","c28"
24,39,2022-04-22 10:18:12,2022-04-22 10:18:20,1264,1314,1,"1-1",7205.545190167,3964.54835262537,3.06405358784633,7016.44024156201,3899.54315706711,0.77788843044826,"1","1",51,"ant_24","ant_39","24_39",2022-04-22 10:18:12,2022-04-22 10:18:20,1650622692.108,1650622700.442,1264,1314,8.50066653887431,467,"ant_39","ant_24",1,"whole_experiment","c28"
95,164,2022-04-22 10:17:23,2022-04-22 10:18:23,971,1333,1,"1-1",5608.05569604289,1668.18321218439,0.802680586421065,5761.11252226631,1772.22883953743,-2.8118895503824,"1","1",361,"ant_95","ant_164","95_164",2022-04-22 10:17:23,2022-04-22 10:18:23,1650622643.275,1650622703.608,971,1333,60.4996666113536,475,"ant_95","ant_164",1,"whole_experiment","c28"
135,165,2022-04-22 10:18:33,2022-04-22 10:18:46,1391,1468,1,"1-1",5920.7472285707,3998.62751935573,-3.10960122806885,5758.01863592102,3891.85082064876,0.852920279993137,"1","1",46,"ant_135","ant_165","135_165",2022-04-22 10:18:33,2022-04-22 10:18:46,1650622713.275,1650622726.108,1391,1468,12.9996666113536,519,"ant_165","ant_135",1,"whole_experiment","c28"
93,118,2022-04-22 10:18:54,2022-04-22 10:19:05,1520,1587,1,"1-1",5295.14187403353,2611.0784574372,-1.16583943228592,5337.37545781488,2397.95397360229,1.60504120339054,"1","1",23,"ant_93","ant_118","93_118",2022-04-22 10:18:54,2022-04-22 10:19:05,1650622734.775,1650622745.942,1520,1587,11.3336664835612,557,"ant_93","ant_118",1,"whole_experiment","c28"
60,87,2022-04-22 10:19:01,2022-04-22 10:19:14,1558,1636,1,"1-1",7294.93664556765,3711.41508271618,-2.75917382204656,7168.5891318287,3608.77909442864,1.61572679573613,"1","1",53,"ant_60","ant_87","60_87",2022-04-22 10:19:01,2022-04-22 10:19:14,1650622741.109,1650622754.109,1558,1636,13.1666666666667,583,"ant_60","ant_87",1,"whole_experiment","c28"
86,109,2022-04-22 10:18:53,2022-04-22 10:19:18,1511,1664,1,"1-1",5486.54211287627,2509.12147866338,0.491054965915646,5662.22717263687,2575.79851210966,-2.88073594856814,"1","1",145,"ant_86","ant_109","86_109",2022-04-22 10:18:53,2022-04-22 10:19:18,1650622733.275,1650622758.775,1511,1664,25.6666666666667,592,"ant_86","ant_109",1,"whole_experiment","c28"
62,162,2022-04-22 10:19:00,2022-04-22 10:19:22,1556,1688,1,"1-1",4468.67222320615,2736.14126220162,-1.23183654556577,4532.73768691619,2556.8469816131,1.66799240239782,"1","1",133,"ant_62","ant_162","62_162",2022-04-22 10:19:00,2022-04-22 10:19:22,1650622740.775,1650622762.775,1556,1688,22.1666666666667,601,"ant_62","ant_162",1,"whole_experiment","c28"
4,15,2022-04-22 10:19:52,2022-04-22 10:20:33,1866,2112,1,"1-1",5885.56535562067,3280.86911772247,-2.0369077498626,5784.29582717557,3109.77851075813,0.751555123299901,"1","1",247,"ant_4","ant_15","4_15",2022-04-22 10:19:52,2022-04-22 10:20:33,1650622792.442,1650622833.442,1866,2112,41.1666666666667,745,"ant_4","ant_15",1,"whole_experiment","c28"
77,133,2022-04-22 10:20:51,2022-04-22 10:21:08,2223,2325,1,"1-1",5996.40133693724,3001.51567891901,-0.508353105516414,6158.79837112799,3054.46674806338,-2.21901241216592,"1","1",81,"ant_77","ant_133","77_133",2022-04-22 10:20:51,2022-04-22 10:21:08,1650622851.942,1650622868.942,2223,2325,17.1666666666667,812,"ant_77","ant_133",1,"whole_experiment","c28"
94,133,2022-04-22 10:20:29,2022-04-22 10:21:10,2089,2336,1,"1-1",6164.30835906159,2856.29615559261,1.22881070859246,6265.53307654141,3026.09385914124,-2.35229431173509,"1","1",137,"ant_94","ant_133","94_133",2022-04-22 10:20:29,2022-04-22 10:21:10,1650622829.609,1650622870.775,2089,2336,41.332666794459,820,"ant_94","ant_133",1,"whole_experiment","c28"
26,93,2022-04-22 10:19:15,2022-04-22 10:21:23,1647,2410,1,"1-1",5276.64237628273,2470.3016421521,0.790268172127253,5270.79169707901,2637.22709031695,-0.869229899664455,"1","1",522,"ant_26","ant_93","26_93",2022-04-22 10:19:15,2022-04-22 10:21:23,1650622755.942,1650622883.109,1647,2410,127.33366672198,849,"ant_26","ant_93",1,"whole_experiment","c28"
38,139,2022-04-22 10:21:21,2022-04-22 10:21:28,2402,2442,1,"1-1",5977.37749715578,2355.25983602432,-1.84126011928341,5908.16420528253,2163.09856673452,1.18552947068458,"1","1",40,"ant_38","ant_139","38_139",2022-04-22 10:21:21,2022-04-22 10:21:28,1650622881.776,1650622888.442,2402,2442,6.83266655604045,865,"ant_38","ant_139",1,"whole_experiment","c28"
39,172,2022-04-22 10:21:35,2022-04-22 10:21:48,2486,2565,1,"1-1",5254.16622876581,3404.38413318478,-2.3139494469071,5084.95510693667,3346.73971301315,-0.0944923408038969,"1","1",51,"ant_39","ant_172","39_172",2022-04-22 10:21:35,2022-04-22 10:21:48,1650622895.776,1650622908.942,2486,2565,13.3326665560404,922,"ant_172","ant_39",1,"whole_experiment","c28"
