"ant1","ant2","start","end","startframe","endframe","space","types","ant1.mean.x","ant1.mean.y","ant1.mean.angle","ant2.mean.x","ant2.mean.y","ant2.mean.angle","ant1.zones","ant2.zones","detections","ant1ID_str","ant2ID_str","pair","T_start_UNIX","T_stop_UNIX","T_start_sec","T_stop_sec","frame_start","frame_stop","duration","unique_interaction_id","Act_Name","Rec_Name","predicted_Hit","PERIOD","REPLICATE"
12,61,2022-03-23 10:01:09,2022-03-23 10:01:17,258,306,1,"1-1",6466.62034363812,2502.13367223472,-3.02681740712291,6277.84744200222,2470.21783153985,0.784583149103143,"1","1",24,"ant_12","ant_61","12_61",2022-03-23 10:01:09,2022-03-23 10:01:17,1648029669.867,1648029677.867,258,306,8.16666666666667,371,"ant_12","ant_61",1,"whole_experiment","c10"
101,123,2022-03-23 10:00:54,2022-03-23 10:01:39,165,434,1,"1-1",6956.91481611613,2319.16322290338,-1.40299777717591,7071.83500700645,2162.5579716626,2.7620196388698,"1","1",269,"ant_101","ant_123","101_123",2022-03-23 10:00:54,2022-03-23 10:01:39,1648029654.367,1648029699.201,165,434,45.0006665388743,572,"ant_123","ant_101",1,"whole_experiment","c10"
1,44,2022-03-23 10:01:36,2022-03-23 10:02:19,419,676,1,"1-1",6428.85973020453,3226.70019853163,0.760393788350108,6671.09169091973,3500.13067929557,-2.6879251629892,"1","1",254,"ant_1","ant_44","1_44",2022-03-23 10:01:36,2022-03-23 10:02:19,1648029696.701,1648029739.534,419,676,42.9996666113536,907,"ant_1","ant_44",1,"whole_experiment","c10"
110,150,2022-03-23 10:01:44,2022-03-23 10:02:22,466,695,1,"1-1",7079.87650783199,2993.7479250233,-1.92678910567277,6922.24054766133,2965.70752513185,-0.380570039195303,"1","1",173,"ant_110","ant_150","110_150",2022-03-23 10:01:44,2022-03-23 10:02:22,1648029704.534,1648029742.701,466,695,38.3336667219798,935,"ant_150","ant_110",1,"whole_experiment","c10"
92,151,2022-03-23 10:02:44,2022-03-23 10:02:55,823,889,1,"1-1",6651.08850016568,2505.15977271541,1.49926266732906,6630.11711295864,2713.14702266459,-1.57949020249259,"1","1",59,"ant_92","ant_151","92_151",2022-03-23 10:02:44,2022-03-23 10:02:55,1648029764.034,1648029775.034,823,889,11.1666666666667,1207,"ant_92","ant_151",1,"whole_experiment","c10"
110,144,2022-03-23 10:02:27,2022-03-23 10:03:25,726,1071,1,"1-1",7128.02235188932,2985.93947060023,-1.40642319121335,7160.2256801659,2803.65877959012,1.77764646478207,"1","1",337,"ant_110","ant_144","110_144",2022-03-23 10:02:27,2022-03-23 10:03:25,1648029747.868,1648029805.368,726,1071,57.6666666666667,1465,"ant_144","ant_110",1,"whole_experiment","c10"
95,134,2022-03-23 10:03:35,2022-03-23 10:04:00,1132,1279,1,"1-1",7118.42993927058,3484.04317776012,-2.34801340989529,7043.75865649038,3560.46476887421,-1.29081593665828,"1","1",88,"ant_95","ant_134","95_134",2022-03-23 10:03:35,2022-03-23 10:04:00,1648029815.535,1648029840.035,1132,1279,24.6666666666667,1735,"ant_95","ant_134",1,"whole_experiment","c10"
30,157,2022-03-23 10:03:55,2022-03-23 10:04:06,1253,1319,1,"1-1",6087.4479021444,1315.52863770241,-0.440404662215803,6213.75899338856,1204.81858796191,2.32712562880996,"1","1",18,"ant_30","ant_157","30_157",2022-03-23 10:03:55,2022-03-23 10:04:06,1648029835.702,1648029846.701,1253,1319,11.1656667391459,1794,"ant_30","ant_157",1,"whole_experiment","c10"
74,140,2022-03-23 10:03:35,2022-03-23 10:04:07,1130,1324,1,"1-1",6686.76418272402,2627.61816917968,1.15782264785818,6685.19415224453,2814.33570284443,-1.48967661765383,"1","1",193,"ant_74","ant_140","74_140",2022-03-23 10:03:35,2022-03-23 10:04:07,1648029815.201,1648029847.535,1130,1324,32.5006667772929,1799,"ant_74","ant_140",1,"whole_experiment","c10"
74,140,2022-03-23 10:05:03,2022-03-23 10:05:10,1659,1700,1,"1-1",6715.6141393092,2626.76737000217,1.14017223723081,6697.92923802562,2813.88486546005,-1.4785738853075,"1","1",39,"ant_74","ant_140","74_140",2022-03-23 10:05:03,2022-03-23 10:05:10,1648029903.368,1648029910.202,1659,1700,7.00066653887431,2284,"ant_74","ant_140",1,"whole_experiment","c10"
