"ant1","ant2","start","end","startframe","endframe","space","types","ant1.mean.x","ant1.mean.y","ant1.mean.angle","ant2.mean.x","ant2.mean.y","ant2.mean.angle","ant1.zones","ant2.zones","detections","ant1ID_str","ant2ID_str","pair","T_start_UNIX","T_stop_UNIX","T_start_sec","T_stop_sec","frame_start","frame_stop","duration","unique_interaction_id","Act_Name","Rec_Name","predicted_Hit","PERIOD","REPLICATE"
1,120,2022-03-25 10:04:00,2022-03-25 10:04:34,293,496,1,"1-1",6148.80395187078,2681.40765950331,0.758919717048463,6398.84048941949,2682.19593860913,2.69613594516962,"1","1",91,"ant_1","ant_120","1_120",2022-03-25 10:04:00,2022-03-25 10:04:34,1648202640.872,1648202674.705,293,496,33.9996666113536,807,"ant_1","ant_120",1,"whole_experiment","c11"
9,127,2022-03-25 10:05:21,2022-03-25 10:05:36,779,866,1,"1-1",5922.67398784073,3964.0868065006,-2.61635990328299,5741.46443509937,3973.60133719336,-0.561221489424561,"1","1",57,"ant_9","ant_127","9_127",2022-03-25 10:05:21,2022-03-25 10:05:36,1648202721.872,1648202736.372,779,866,14.6666666666667,1143,"ant_127","ant_9",1,"whole_experiment","c11"
49,181,2022-03-25 10:04:18,2022-03-25 10:05:42,397,902,1,"1-1",6228.6963933069,3043.44133898117,0.0769454275813272,6358.85246637906,3096.30067459078,-2.19718078608724,"1","1",468,"ant_49","ant_181","49_181",2022-03-25 10:04:18,2022-03-25 10:05:42,1648202658.205,1648202742.372,397,902,84.3336667219798,1160,"ant_49","ant_181",1,"whole_experiment","c11"
34,116,2022-03-25 10:05:13,2022-03-25 10:05:54,727,974,1,"1-1",5945.39777681495,2988.32814144871,-1.37371604775686,5900.10557737224,2822.86585404766,0.451224290222103,"1","1",89,"ant_34","ant_116","34_116",2022-03-25 10:05:13,2022-03-25 10:05:54,1648202713.206,1648202754.373,727,974,41.3336664835612,1190,"ant_34","ant_116",1,"whole_experiment","c11"
44,103,2022-03-25 10:06:05,2022-03-25 10:06:35,1038,1223,1,"1-1",5715.70003342067,1993.14526183594,1.48014508321948,5686.26737379079,2152.66652354326,-0.728334945376469,"1","1",182,"ant_44","ant_103","44_103",2022-03-25 10:06:05,2022-03-25 10:06:35,1648202765.039,1648202795.873,1038,1223,31.0006665388743,1267,"ant_103","ant_44",1,"whole_experiment","c11"
5,128,2022-03-25 10:05:57,2022-03-25 10:06:40,990,1253,1,"1-1",6082.43601189522,1937.87122088381,3.13132711102745,5912.77351766803,2026.5670113639,-0.524444219551907,"1","1",181,"ant_5","ant_128","5_128",2022-03-25 10:05:57,2022-03-25 10:06:40,1648202757.039,1648202800.873,990,1253,44.0006665388743,1274,"ant_5","ant_128",1,"whole_experiment","c11"
125,156,2022-03-25 10:06:21,2022-03-25 10:07:26,1136,1527,1,"1-1",4805.08129715288,2671.43122646304,-1.29263214124715,4834.87301636468,2485.81907287358,1.26103893050177,"1","1",187,"ant_125","ant_156","125_156",2022-03-25 10:06:21,2022-03-25 10:07:26,1648202781.373,1648202846.54,1136,1527,65.3336667219798,1332,"ant_125","ant_156",1,"whole_experiment","c11"
58,158,2022-03-25 10:06:04,2022-03-25 10:07:52,1036,1681,1,"1-1",7032.33473317048,3324.65854763122,1.03862465509556,7092.12828592495,3483.27908358319,-1.80826665488762,"1","1",536,"ant_58","ant_158","58_158",2022-03-25 10:06:04,2022-03-25 10:07:52,1648202764.706,1648202872.206,1036,1681,107.666666666667,1359,"ant_158","ant_58",1,"whole_experiment","c11"
58,96,2022-03-25 10:05:14,2022-03-25 10:08:30,733,1911,1,"1-1",7034.46549375261,3311.86831911981,1.00588489209683,7170.33444116428,3399.40709747339,-2.73391638516564,"1","1",1074,"ant_58","ant_96","58_96",2022-03-25 10:05:14,2022-03-25 10:08:30,1648202714.206,1648202910.54,733,1911,196.500666538874,1418,"ant_58","ant_96",1,"whole_experiment","c11"
5,63,2022-03-25 10:08:10,2022-03-25 10:08:31,1793,1917,1,"1-1",6021.02067002994,1944.63667618395,-2.81062373496516,5826.774680711,1921.18782706168,0.180687243274007,"1","1",125,"ant_5","ant_63","5_63",2022-03-25 10:08:10,2022-03-25 10:08:31,1648202890.873,1648202911.54,1793,1917,20.8336667219798,1422,"ant_63","ant_5",1,"whole_experiment","c11"
