"ant1","ant2","start","end","startframe","endframe","space","types","ant1.mean.x","ant1.mean.y","ant1.mean.angle","ant2.mean.x","ant2.mean.y","ant2.mean.angle","ant1.zones","ant2.zones","detections","ant1ID_str","ant2ID_str","pair","T_start_UNIX","T_stop_UNIX","T_start_sec","T_stop_sec","frame_start","frame_stop","duration","unique_interaction_id","Act_Name","Rec_Name","predicted_Hit","PERIOD","REPLICATE"
61,73,2022-03-11 10:01:41,2022-03-11 10:03:18,515,1096,1,"1-1",6150.91377712816,3915.29487614303,-2.68528284880966,6082.98377132089,3765.51543965827,1.93781597473104,"1","1",394,"ant_61","ant_73","61_73",2022-03-11 10:01:41,2022-03-11 10:03:18,1646992901.98,1646992998.814,515,1096,97.0006665388743,220,"ant_73","ant_61",1,"whole_experiment","c04"
93,122,2022-03-11 10:03:31,2022-03-11 10:03:34,1172,1191,1,"1-1",5842.49185564925,2381.12307254126,0.273606660155603,5992.80355832689,2327.07329565064,1.80575873309468,"1","1",5,"ant_93","ant_122","93_122",2022-03-11 10:03:31,2022-03-11 10:03:34,1646993011.48,1646993014.647,1172,1191,3.33366672197978,239,"ant_93","ant_122",1,"whole_experiment","c04"
25,113,2022-03-11 10:03:42,2022-03-11 10:04:37,1240,1566,1,"1-1",6541.81950495392,3569.08841451129,-0.294528088434514,6694.07122908499,3535.38817148202,-2.51845719779357,"1","1",288,"ant_25","ant_113","25_113",2022-03-11 10:03:42,2022-03-11 10:04:37,1646993022.813,1646993077.147,1240,1566,54.5006667772929,300,"ant_25","ant_113",1,"whole_experiment","c04"
114,177,2022-03-11 10:05:32,2022-03-11 10:05:43,1899,1963,1,"1-1",5359.67087223571,3446.61991801982,0.294931445079255,5550.54963030383,3447.24304585517,-3.06206473801417,"1","1",65,"ant_114","ant_177","114_177",2022-03-11 10:05:32,2022-03-11 10:05:43,1646993132.647,1646993143.314,1899,1963,10.8336664835612,391,"ant_114","ant_177",1,"whole_experiment","c04"
26,92,2022-03-11 10:06:04,2022-03-11 10:06:22,2088,2200,1,"1-1",7219.13554318479,1749.06970125156,1.33803418960149,7320.96252551395,1892.70003251459,-2.61445787832382,"1","1",110,"ant_26","ant_92","26_92",2022-03-11 10:06:04,2022-03-11 10:06:22,1646993164.147,1646993182.814,2088,2200,18.8336664835612,459,"ant_92","ant_26",1,"whole_experiment","c04"
53,150,2022-03-11 10:06:22,2022-03-11 10:07:34,2199,2629,1,"1-1",7217.43483580151,2986.53860582653,1.61369285485367,7126.46735698142,3161.68738290669,-0.670062518843965,"1","1",252,"ant_53","ant_150","53_150",2022-03-11 10:06:22,2022-03-11 10:07:34,1646993182.648,1646993254.314,2199,2629,71.8326665560405,566,"ant_53","ant_150",1,"whole_experiment","c04"
103,105,2022-03-11 10:06:20,2022-03-11 10:07:34,2184,2630,1,"1-1",6520.75332510766,4196.81096811237,-0.842649947302243,6664.88077098041,4079.85351331509,2.45534203710795,"1","1",446,"ant_103","ant_105","103_105",2022-03-11 10:06:20,2022-03-11 10:07:34,1646993180.148,1646993254.481,2184,2630,74.4996666113536,567,"ant_103","ant_105",1,"whole_experiment","c04"
26,88,2022-03-11 10:06:54,2022-03-11 10:07:40,2392,2667,1,"1-1",7309.459544923,1925.04389134717,1.22856316675819,7233.90550135689,2073.78876448416,-0.235699529726274,"1","1",249,"ant_26","ant_88","26_88",2022-03-11 10:06:54,2022-03-11 10:07:40,1646993214.814,1646993260.648,2392,2667,46.0006667772929,573,"ant_26","ant_88",1,"whole_experiment","c04"
29,172,2022-03-11 10:07:12,2022-03-11 10:08:03,2501,2803,1,"1-1",5187.19262489215,3550.58453231127,0.670747149022738,5322.02395205018,3676.98298702204,-2.01294937103109,"1","1",300,"ant_29","ant_172","29_172",2022-03-11 10:07:12,2022-03-11 10:08:03,1646993232.981,1646993283.315,2501,2803,50.5006667772929,598,"ant_29","ant_172",1,"whole_experiment","c04"
40,49,2022-03-11 10:08:20,2022-03-11 10:08:56,2907,3124,1,"1-1",6121.62020247974,1837.44742212804,0.749079851848866,6261.84768297175,1969.41424669131,-2.0655789048071,"1","1",87,"ant_40","ant_49","40_49",2022-03-11 10:08:20,2022-03-11 10:08:56,1646993300.648,1646993336.815,2907,3124,36.3336667219798,654,"ant_49","ant_40",1,"whole_experiment","c04"
90,108,2022-03-11 10:07:38,2022-03-11 10:09:10,2657,3207,1,"1-1",6479.36495329869,1122.56403596837,3.06033763437265,6305.06736285131,1111.14021732785,0.0765256807213777,"1","1",550,"ant_90","ant_108","90_108",2022-03-11 10:07:38,2022-03-11 10:09:10,1646993258.981,1646993350.648,2657,3207,91.8336667219798,664,"ant_90","ant_108",1,"whole_experiment","c04"
50,88,2022-03-11 10:09:38,2022-03-11 10:11:00,3374,3864,1,"1-1",5988.5279597382,1765.40835289193,1.53912137485817,5888.50294647268,1904.89662661767,-0.330396445326696,"1","1",358,"ant_50","ant_88","50_88",2022-03-11 10:09:38,2022-03-11 10:11:00,1646993378.482,1646993460.149,3374,3864,81.8336664835612,796,"ant_50","ant_88",1,"whole_experiment","c04"
69,148,2022-03-11 10:10:30,2022-03-11 10:11:02,3685,3879,1,"1-1",5030.66983554646,3171.37386263699,-1.5648655081914,4978.25787068067,2998.55029743828,1.14042424199085,"1","1",189,"ant_69","ant_148","69_148",2022-03-11 10:10:30,2022-03-11 10:11:02,1646993430.315,1646993462.649,3685,3879,32.5006665388743,800,"ant_148","ant_69",1,"whole_experiment","c04"
34,108,2022-03-11 10:10:53,2022-03-11 10:11:03,3822,3885,1,"1-1",6613.67832277891,1207.21709494648,2.34150281844664,6491.9276076903,1327.63926721745,-0.295717115418142,"1","1",64,"ant_34","ant_108","34_108",2022-03-11 10:10:53,2022-03-11 10:11:03,1646993453.149,1646993463.649,3822,3885,10.6666666666667,802,"ant_34","ant_108",1,"whole_experiment","c04"
91,114,2022-03-11 10:11:48,2022-03-11 10:12:12,4152,4299,1,"1-1",5739.60918861272,4026.96945760947,0.370870199660564,5916.75419566692,4086.73587114665,-2.47264844754523,"1","1",148,"ant_91","ant_114","91_114",2022-03-11 10:11:48,2022-03-11 10:12:12,1646993508.149,1646993532.649,4152,4299,24.6666666666667,882,"ant_114","ant_91",1,"whole_experiment","c04"
10,162,2022-03-11 10:12:13,2022-03-11 10:12:30,4304,4405,1,"1-1",6286.34137769357,1411.13248053542,0.639075757354871,6452.42818460518,1487.47358416858,3.01964044805175,"1","1",58,"ant_10","ant_162","10_162",2022-03-11 10:12:13,2022-03-11 10:12:30,1646993533.482,1646993550.316,4304,4405,17.0006665388743,903,"ant_10","ant_162",1,"whole_experiment","c04"
29,151,2022-03-11 10:13:11,2022-03-11 10:13:40,4650,4824,1,"1-1",5667.6295479953,3713.48086347036,0.0466268504171135,5848.23217972755,3760.17274844899,-2.61677565877523,"1","1",113,"ant_29","ant_151","29_151",2022-03-11 10:13:11,2022-03-11 10:13:40,1646993591.149,1646993620.15,4650,4824,29.167666832606,957,"ant_151","ant_29",1,"whole_experiment","c04"
21,28,2022-03-11 10:12:20,2022-03-11 10:13:43,4348,4845,1,"1-1",7223.66541760648,3997.7435911747,-1.32990206130861,7273.89868425355,3809.56458142759,1.74930045564706,"1","1",392,"ant_21","ant_28","21_28",2022-03-11 10:12:20,2022-03-11 10:13:43,1646993540.816,1646993623.65,4348,4845,83.0006667772929,959,"ant_21","ant_28",1,"whole_experiment","c04"
61,103,2022-03-11 10:12:58,2022-03-11 10:13:49,4572,4880,1,"1-1",6926.20856637064,3586.89271057084,-2.88519379303375,6757.61463048377,3664.29567158706,-0.987350728879151,"1","1",128,"ant_61","ant_103","61_103",2022-03-11 10:12:58,2022-03-11 10:13:49,1646993578.149,1646993629.483,4572,4880,51.5006667772929,970,"ant_61","ant_103",1,"whole_experiment","c04"
34,67,2022-03-11 10:13:15,2022-03-11 10:13:56,4674,4924,1,"1-1",5786.22461499498,2190.24319479046,1.61387458010106,5824.93366020679,2372.00340481883,-1.7245964536176,"1","1",248,"ant_34","ant_67","34_67",2022-03-11 10:13:15,2022-03-11 10:13:56,1646993595.149,1646993636.816,4674,4924,41.8336667219798,982,"ant_34","ant_67",1,"whole_experiment","c04"
63,128,2022-03-11 10:14:21,2022-03-11 10:14:25,5075,5099,1,"1-1",6259.60440440348,1880.05581397316,2.72890499511826,6071.69815237481,1968.53502791127,-0.031772117084755,"1","1",24,"ant_63","ant_128","63_128",2022-03-11 10:14:21,2022-03-11 10:14:25,1646993661.983,1646993665.983,5075,5099,4.16666666666667,1007,"ant_63","ant_128",1,"whole_experiment","c04"
41,170,2022-03-11 10:12:21,2022-03-11 10:14:37,4354,5167,1,"1-1",5434.72216756792,3923.46179588403,-1.2428189298683,5486.95030431197,3751.37457291681,1.30895201743555,"1","1",812,"ant_41","ant_170","41_170",2022-03-11 10:12:21,2022-03-11 10:14:37,1646993541.816,1646993677.316,4354,5167,135.666666666667,1020,"ant_170","ant_41",1,"whole_experiment","c04"
26,149,2022-03-11 10:14:08,2022-03-11 10:14:46,4992,5222,1,"1-1",6605.92370360389,3715.48060113101,2.90125037192113,6504.55009884397,3852.14286459367,-1.81015025301783,"1","1",169,"ant_26","ant_149","26_149",2022-03-11 10:14:08,2022-03-11 10:14:46,1646993648.149,1646993686.483,4992,5222,38.5006667772929,1032,"ant_149","ant_26",1,"whole_experiment","c04"
103,113,2022-03-11 10:14:00,2022-03-11 10:15:03,4948,5322,1,"1-1",6715.61043007192,3648.52215242656,-2.03811869420195,6604.63629100306,3506.13632500027,0.379141524081509,"1","1",74,"ant_103","ant_113","103_113",2022-03-11 10:14:00,2022-03-11 10:15:03,1646993640.816,1646993703.15,4948,5322,62.5006667772929,1056,"ant_103","ant_113",1,"whole_experiment","c04"
84,149,2022-03-11 10:14:35,2022-03-11 10:15:06,5159,5342,1,"1-1",6424.92204326919,3728.10865734895,0.758737357018965,6473.60388116273,3912.98946988685,-1.3939553015445,"1","1",59,"ant_84","ant_149","84_149",2022-03-11 10:14:35,2022-03-11 10:15:06,1646993675.983,1646993706.483,5159,5342,30.6666666666667,1066,"ant_84","ant_149",1,"whole_experiment","c04"
56,113,2022-03-11 10:14:43,2022-03-11 10:15:11,5205,5371,1,"1-1",6783.5771870478,3482.62782357187,-3.09453280259457,6599.11318973388,3492.60218672116,0.150767086931515,"1","1",162,"ant_56","ant_113","56_113",2022-03-11 10:14:43,2022-03-11 10:15:11,1646993683.65,1646993711.316,5205,5371,27.8326665560404,1071,"ant_113","ant_56",1,"whole_experiment","c04"
90,114,2022-03-11 10:15:41,2022-03-11 10:15:52,5552,5618,1,"1-1",5257.77508349687,3774.57144945794,0.99479669296725,5367.51352632766,3916.56051581391,-2.49419553032488,"1","1",67,"ant_90","ant_114","90_114",2022-03-11 10:15:41,2022-03-11 10:15:52,1646993741.483,1646993752.483,5552,5618,11.1666666666667,1143,"ant_114","ant_90",1,"whole_experiment","c04"
14,125,2022-03-11 10:15:49,2022-03-11 10:16:00,5600,5666,1,"1-1",6519.69949657131,2962.40085897508,-2.91596293797606,6369.75324853599,2864.4502794224,0.497690423408931,"1","1",66,"ant_14","ant_125","14_125",2022-03-11 10:15:49,2022-03-11 10:16:00,1646993749.483,1646993760.483,5600,5666,11.1666666666667,1161,"ant_125","ant_14",1,"whole_experiment","c04"
90,164,2022-03-11 10:15:57,2022-03-11 10:16:05,5647,5699,1,"1-1",5254.45176207909,3771.38099932681,0.975979115992134,5301.48495352394,3951.85749195783,-1.50127163992389,"1","1",53,"ant_90","ant_164","90_164",2022-03-11 10:15:57,2022-03-11 10:16:05,1646993757.317,1646993765.983,5647,5699,8.83266679445902,1172,"ant_164","ant_90",1,"whole_experiment","c04"
